geo,time,sp_rur_totl_zg
lby,2019,-0.00346
lby,2020,-0.1565
lca,1961,0.82977
lca,1962,0.98059
lca,1963,1.12143
lca,1964,1.20302
lca,1965,1.25868
lca,1966,1.31606
lca,1967,1.35136
lca,1968,1.32818
lca,1969,1.21506
lca,1970,1.04015
lca,1971,0.83793
lca,1972,0.66184
lca,1973,0.60183
lca,1974,0.65233
lca,1975,0.7921
lca,1976,0.95028
lca,1977,1.08362
lca,1978,1.14764
lca,1979,1.15213
lca,1980,1.06625
lca,1981,0.9841
lca,1982,0.91444
lca,1983,0.92076
lca,1984,1.01248
lca,1985,1.16841
lca,1986,1.33726
lca,1987,1.47146
lca,1988,1.48908
lca,1989,1.39666
lca,1990,1.22372
lca,1991,1.10958
lca,1992,1.53481
lca,1993,1.43879
lca,1994,1.44846
lca,1995,1.5081
lca,1996,1.60993
lca,1997,1.6677
lca,1998,1.65945
lca,1999,1.54998
lca,2000,1.39568
lca,2001,1.33463
lca,2002,2.32617
lca,2003,2.21083
lca,2004,2.23879
lca,2005,2.34742
lca,2006,2.51185
lca,2007,2.61597
lca,2008,2.60232
lca,2009,2.43574
lca,2010,2.01924
lca,2011,0.82702
lca,2012,0.63368
lca,2013,0.46746
lca,2014,0.4247
lca,2015,0.42085
lca,2016,0.44637
lca,2017,0.44778
lca,2018,0.43429
lca,2019,0.40279
lca,2020,0.34751
lie,1961,2.50474
lie,1962,2.63906
lie,1963,2.691
lie,1964,2.74389
lie,1965,2.82394
lie,1966,2.99881
lie,1967,2.97427
lie,1968,2.99803
lie,1969,2.82791
lie,1970,2.63488
lie,1971,2.25766
lie,1972,1.98148
lie,1973,1.79652
lie,1974,1.87675
lie,1975,1.95717
lie,1976,2.10904
lie,1977,2.15062
lie,1978,2.10534
lie,1979,1.97546
lie,1980,1.6445
lie,1981,1.44097
lie,1982,1.32857
lie,1983,1.13399
lie,1984,1.05831
lie,1985,1.11843
lie,1986,1.14125
lie,1987,1.18924
lie,1988,1.23968
lie,1989,1.27537
lie,1990,1.35552
lie,1991,1.42812
lie,1992,1.41614
lie,1993,1.56455
lie,1994,1.5168
lie,1995,1.63381
lie,1996,1.73717
lie,1997,1.86096
lie,1998,1.83063
lie,1999,1.75443
lie,2000,1.60353
lie,2001,1.27368
lie,2002,1.08094
lie,2003,0.90798
lie,2004,0.85893
lie,2005,0.85837
lie,2006,0.80081
lie,2007,0.75454
lie,2008,0.7786
lie,2009,0.77586
lie,2010,0.82836
lie,2011,0.89884
lie,2012,0.91954
lie,2013,0.92064
lie,2014,0.7775
lie,2015,0.66877
lie,2016,0.50641
lie,2017,0.38353
lie,2018,0.2713
lie,2019,0.23064
lie,2020,0.25462
lka,1961,2.18055
lka,1962,2.15778
lka,1963,2.14626
lka,1964,2.23631
lka,1965,2.25994
lka,1966,2.28251
lka,1967,2.28744
lka,1968,2.25453
lka,1969,2.17796
lka,1970,2.07378
lka,1971,1.95721
lka,1972,1.85564
lka,1973,1.78126
lka,1974,1.7463
lka,1975,1.73476
lka,1976,1.73314
lka,1977,1.71909
lka,1978,1.6816
lka,1979,1.6142
lka,1980,1.52974
lka,1981,1.47902
lka,1982,1.50399
lka,1983,1.45076
lka,1984,1.43202
lka,1985,1.43779
lka,1986,1.44719
lka,1987,1.44099
lka,1988,1.41714
lka,1989,1.36354
lka,1990,1.29182
lka,1991,1.22298
lka,1992,1.15989
lka,1993,1.07277
lka,1994,0.96161
lka,1995,0.83542
lka,1996,0.69907
lka,1997,0.58089
lka,1998,0.5256
lka,1999,0.54863
lka,2000,0.63024
lka,2001,0.7301
lka,2002,0.81356
lka,2003,0.86233
lka,2004,0.86329
lka,2005,0.83042
lka,2006,0.78791
lka,2007,0.75845
lka,2008,0.73115
lka,2009,0.7141
lka,2010,0.70413
lka,2011,0.69103
lka,2012,0.14818
lka,2013,0.77786
lka,2014,0.90875
lka,2015,0.87334
lka,2016,1.03768
lka,2017,1.04082
lka,2018,0.93561
lka,2019,0.47808
lka,2020,0.37329
lso,1961,1.38394
lso,1962,1.36011
lso,1963,1.33592
lso,1964,1.30974
lso,1965,1.2817
lso,1966,1.34194
lso,1967,1.76326
lso,1968,1.79183
lso,1969,1.80632
lso,1970,1.81277
lso,1971,1.80347
lso,1972,1.81984
lso,1973,1.88831
lso,1974,1.98422
lso,1975,2.11036
lso,1976,2.3405
lso,1977,2.82463
lso,1978,2.87583
lso,1979,2.85115
lso,1980,2.77683
lso,1981,2.6954
lso,1982,2.62138
lso,1983,2.53782
lso,1984,2.44316
lso,1985,2.34807
lso,1986,2.12948
lso,1987,1.64153
lso,1988,1.56371
lso,1989,1.55405
lso,1990,1.57913
lso,1991,1.59743
lso,1992,1.57581
lso,1993,1.51121
lso,1994,1.38886
lso,1995,1.21989
lso,1996,1.11811
lso,1997,1.14872
lso,1998,0.88783
lso,1999,0.48994
lso,2000,0.01327
lso,2001,-0.50303
lso,2002,-0.95574
lso,2003,-1.24947
lso,2004,-1.31874
lso,2005,-1.20935
lso,2006,-1.04728
lso,2007,-0.78027
lso,2008,-0.63328
lso,2009,-0.50322
lso,2010,-0.39636
lso,2011,-0.27217
lso,2012,0.02819
lso,2013,0.13397
lso,2014,0.18867
lso,2015,0.2048
lso,2016,0.21439
lso,2017,0.22174
lso,2018,0.2128
lso,2019,0.19713
lso,2020,0.17379
ltu,1961,-0.03044
ltu,1962,-0.27994
ltu,1963,-0.48486
ltu,1964,-0.52209
ltu,1965,-0.57268
ltu,1966,-0.61986
ltu,1967,-0.68502
ltu,1968,-0.80483
ltu,1969,-1.04762
ltu,1970,-0.97527
ltu,1971,-1.08892
ltu,1972,-1.48519
ltu,1973,-1.66542
ltu,1974,-1.78432
ltu,1975,-1.90227
ltu,1976,-2.00001
ltu,1977,-2.0762
ltu,1978,-2.20563
ltu,1979,-1.99734
ltu,1980,-1.58013
ltu,1981,-1.47275
ltu,1982,-1.37836
ltu,1983,-1.29709
ltu,1984,-1.30633
ltu,1985,-1.29368
ltu,1986,-1.21813
ltu,1987,-1.16693
ltu,1988,-1.17243
ltu,1989,-0.31666
ltu,1990,0.55018
ltu,1991,0.35508
ltu,1992,0.07288
ltu,1993,-0.28982
ltu,1994,-0.51323
ltu,1995,-0.5861
ltu,1996,-0.5771
ltu,1997,-0.55805
ltu,1998,-0.54182
ltu,1999,-0.52729
ltu,2000,-0.52143
ltu,2001,-0.62131
ltu,2002,-0.52805
ltu,2003,-0.53834
ltu,2004,-0.84973
ltu,2005,-1.59551
ltu,2006,-1.80932
ltu,2007,-1.40145
ltu,2008,-1.24239
ltu,2009,-1.09226
ltu,2010,-1.841
ltu,2011,-2.21028
ltu,2012,-1.71178
ltu,2013,-1.38087
ltu,2014,-1.23002
ltu,2015,-1.31234
ltu,2016,-1.68652
ltu,2017,-1.85912
ltu,2018,-1.45716
ltu,2019,-0.8108
ltu,2020,-0.5691
lux,1961,-0.31435
lux,1962,-0.50608
lux,1963,-0.70179
lux,1964,-0.63724
lux,1965,-0.62627
lux,1966,-1.05765
lux,1967,-1.46202
lux,1968,-1.5498
lux,1969,-1.3207
lux,1970,-1.33147
lux,1971,-1.18398
lux,1972,-1.2571
lux,1973,-1.37345
lux,1974,-1.19884
lux,1975,-1.43035
lux,1976,-2.04677
lux,1977,-2.38541
lux,1978,-2.39771
lux,1979,-2.35837
lux,1980,-2.25973
lux,1981,-1.7405
lux,1982,-0.20883
lux,1983,-0.26131
lux,1984,-0.18586
lux,1985,-0.09588
lux,1986,0.15787
lux,1987,0.36272
lux,1988,0.4341
lux,1989,0.68511
lux,1990,0.95848
lux,1991,0.37453
lux,1992,-0.80292
lux,1993,-0.45518
lux,1994,-2.14447
lux,1995,-0.96949
lux,1996,1.75834
lux,1997,1.52051
lux,1998,0.57977
lux,1999,-1.94718
lux,2000,-3.40603
lux,2001,-2.86348
lux,2002,-2.0074
lux,2003,-1.85109
lux,2004,-1.671
lux,2005,-1.56295
lux,2006,-1.51934
lux,2007,-1.58249
lux,2008,-1.36777
lux,2009,-1.29494
lux,2010,-1.34637
lux,2011,-0.96223
lux,2012,-0.73831
lux,2013,-0.75792
lux,2014,-0.66237
lux,2015,-0.59884
lux,2016,-0.74822
lux,2017,-0.40786
lux,2018,-0.8481
lux,2019,-0.75791
lux,2020,-0.98801
lva,1961,-0.21961
lva,1962,-0.399
lva,1963,-0.42323
lva,1964,-0.45122
lva,1965,-0.68405
lva,1966,-1.07471
lva,1967,-1.07448
lva,1968,-0.91681
lva,1969,-1.0685
lva,1970,-1.25338
lva,1971,-1.12221
lva,1972,-0.99445
lva,1973,-0.98218
lva,1974,-0.9618
lva,1975,-1.08592
lva,1976,-1.28096
lva,1977,-1.32882
lva,1978,-1.40334
lva,1979,-1.29578
lva,1980,-1.0062
lva,1981,-0.74715
lva,1982,-0.40811
lva,1983,-0.28622
lva,1984,-0.2511
lva,1985,-0.2225
lva,1986,0.10306
lva,1987,0.4915
lva,1988,0.48434
lva,1989,0.22291
lva,1990,-0.30518
lva,1991,-0.31395
lva,1992,-0.24996
lva,1993,-1.80194
lva,1994,-2.00121
lva,1995,-0.9415
lva,1996,-0.8069
lva,1997,-0.83742
lva,1998,-0.46948
lva,1999,-0.08447
lva,2000,-0.4836
lva,2001,-0.9258
lva,2002,-0.85026
lva,2003,-0.81099
lva,2004,-1.40244
lva,2005,-1.39252
lva,2006,-0.81429
lva,2007,-0.60724
lva,2008,-0.84555
lva,2009,-1.58875
lva,2010,-2.16525
lva,2011,-1.90793
lva,2012,-1.32759
lva,2013,-1.15815
lva,2014,-1.02607
lva,2015,-0.90602
lva,2016,-1.04204
lva,2017,-1.05511
lva,2018,-0.98929
lva,2019,-0.94671
lva,2020,-0.99428
mac,1961,0.74359
mac,1962,-1.69689
mac,1963,-0.53784
mac,1964,-0.08992
mac,1965,-0.15434
mac,1966,-0.25777
mac,1967,-0.36199
mac,1968,-0.87155
mac,1969,-1.75293
mac,1970,-2.88663
mac,1971,-5.08108
mac,1972,-7.00734
mac,1973,-7.73565
mac,1974,-8.11279
mac,1975,-8.10083
mac,1976,-8.1319
mac,1977,-8.08767
mac,1978,-7.69703
mac,1979,-6.94024
mac,1980,-5.97233
mac,1981,-7.44571
mac,1982,-15.96654
mac,1983,-15.47482
mac,1984,-15.0531
mac,1985,-15.20452
mac,1986,-15.06649
mac,1987,-15.03178
mac,1988,-15.44057
mac,1989,-15.62362
mac,1990,-16.16597
mac,1991,-16.64965
mac,1992,-16.85044
mac,1993,-16.97085
mac,1994,-17.74554
mac,1995,-17.16986
mac,1996,-147.98769
mar,1961,2.35301
mar,1962,2.26913
mar,1963,2.16496
mar,1964,2.03891
mar,1965,1.90836
mar,1966,1.77523
mar,1967,1.65738
mar,1968,1.55219
mar,1969,1.4634
mar,1970,1.39048
mar,1971,1.31989
mar,1972,1.06862
mar,1973,1.0308
mar,1974,1.04212
mar,1975,1.08201
mar,1976,1.12183
mar,1977,1.15522
mar,1978,1.17951
mar,1979,1.194
mar,1980,1.19787
mar,1981,1.20517
mar,1982,1.19572
mar,1983,1.15562
mar,1984,1.06192
mar,1985,0.94306
mar,1986,0.80571
mar,1987,0.67975
mar,1988,0.57218
mar,1989,0.50135
mar,1990,0.44315
mar,1991,0.39266
mar,1992,0.33059
mar,1993,0.25529
mar,1994,0.14831
mar,1995,0.71122
mar,1996,0.74609
mar,1997,0.66011
mar,1998,0.58334
mar,1999,0.52236
mar,2000,0.48098
mar,2001,0.44547
mar,2002,0.41097
mar,2003,0.39457
mar,2004,0.39122
mar,2005,-0.05153
mar,2006,-0.14443
mar,2007,-0.14007
mar,2008,-0.12089
mar,2009,-0.08528
mar,2010,-0.04999
mar,2011,-0.00354
mar,2012,0.02987
mar,2013,0.04015
mar,2014,0.01459
mar,2015,-0.03235
mar,2016,-0.09001
mar,2017,-0.14141
mar,2018,-0.19031
mar,2019,-0.23016
mar,2020,-0.26857
mda,1961,1.32988
mda,1962,1.16364
mda,1963,0.96845
mda,1964,0.81692
mda,1965,0.63738
mda,1966,0.46115
mda,1967,0.2912
mda,1968,0.12557
mda,1969,0.06794
mda,1970,0.10372
mda,1971,0.2017
mda,1972,0.18307
mda,1973,0.10417
mda,1974,-0.00941
mda,1975,-0.21045
mda,1976,-0.34762
mda,1977,-0.53697
mda,1978,-0.60657
mda,1979,-0.54071
mda,1980,-0.35796
mda,1981,-0.29737
mda,1982,-0.27538
mda,1983,-0.27911
mda,1984,-0.31603
mda,1985,-0.40238
mda,1986,-0.49292
mda,1987,-0.55152
mda,1988,-0.69558
mda,1989,-0.11797
mda,1990,0.58341
mda,1991,0.39071
mda,1992,0.23012
mda,1993,0.0408
mda,1994,-0.12219
mda,1995,-0.23132
mda,1996,-0.02536
mda,1997,0.37641
mda,1998,0.70037
mda,1999,0.57649
mda,2000,0.52654
mda,2001,0.49571
mda,2002,0.48251
mda,2003,0.4275
mda,2004,0.45489
mda,2005,0.13314
mda,2006,-0.22382
mda,2007,-0.1776
mda,2008,-0.13623
mda,2009,-0.07217
mda,2010,-0.04585
mda,2011,-0.00378
mda,2012,0.04086
mda,2013,0.02715
mda,2014,-0.007
mda,2015,-0.77746
mda,2016,-1.18468
mda,2017,-1.77204
mda,2018,-1.84396
mda,2019,-1.77871
mda,2020,-1.89809
mdg,1961,2.03742
mdg,1962,2.05801
mdg,1963,2.0763
mdg,1964,2.09433
mdg,1965,2.11289
mdg,1966,2.13538
mdg,1967,2.20865
mdg,1968,2.22806
mdg,1969,2.25588
mdg,1970,2.28205
mdg,1971,2.22606
mdg,1972,2.24123
mdg,1973,2.25561
mdg,1974,2.26142
mdg,1975,2.26788
mdg,1976,2.33235
mdg,1977,2.33301
mdg,1978,2.3298
mdg,1979,2.32516
mdg,1980,2.31498
mdg,1981,2.31004
mdg,1982,2.30165
mdg,1983,2.28327
mdg,1984,2.25337
mdg,1985,2.21947
mdg,1986,2.18183
mdg,1987,2.1555
mdg,1988,2.14207
mdg,1989,2.15535
mdg,1990,2.17587
mdg,1991,2.19796
mdg,1992,2.21448
mdg,1993,2.23639
mdg,1994,2.65665
mdg,1995,2.73133
mdg,1996,2.76798
mdg,1997,2.79548
mdg,1998,2.8017
mdg,1999,2.78454
mdg,2000,2.75263
mdg,2001,2.7147
mdg,2002,2.6782
mdg,2003,2.64182
mdg,2004,2.60432
mdg,2005,2.11041
mdg,2006,2.05913
mdg,2007,2.0087
mdg,2008,1.95536
mdg,2009,1.90915
mdg,2010,1.86112
mdg,2011,1.81417
mdg,2012,1.76966
mdg,2013,1.73351
mdg,2014,1.70395
mdg,2015,1.68241
mdg,2016,1.65987
mdg,2017,1.63609
mdg,2018,1.61001
mdg,2019,1.58399
mdg,2020,1.55191
mdv,1961,2.63194
mdv,1962,2.68329
mdv,1963,2.67795
mdv,1964,2.60134
mdv,1965,2.43537
mdv,1966,2.40216
mdv,1967,2.27658
mdv,1968,2.01633
mdv,1969,2.21112
mdv,1970,2.50037
mdv,1971,1.99413
mdv,1972,2.16146
mdv,1973,2.20875
mdv,1974,2.0285
mdv,1975,1.75177
mdv,1976,1.41881
mdv,1977,1.16169
mdv,1978,1.54551
mdv,1979,2.18247
mdv,1980,2.3832
mdv,1981,2.60047
mdv,1982,2.74199
mdv,1983,2.80448
mdv,1984,2.74765
mdv,1985,2.87618
mdv,1986,3.37934
mdv,1987,3.28212
mdv,1988,3.17075
mdv,1989,3.04404
mdv,1990,2.98312
mdv,1991,2.99351
mdv,1992,2.88712
mdv,1993,2.72796
mdv,1994,2.52208
mdv,1995,2.14305
mdv,1996,1.46237
mdv,1997,1.27874
mdv,1998,1.21988
mdv,1999,1.35481
mdv,2000,1.3367
mdv,2001,0.83615
mdv,2002,1.03691
mdv,2003,1.10223
mdv,2004,0.97939
mdv,2005,0.75995
mdv,2006,0.84839
mdv,2007,1.69436
mdv,2008,1.8046
mdv,2009,2.21366
mdv,2010,2.78445
mdv,2011,3.30215
mdv,2012,3.641
mdv,2013,3.84997
mdv,2014,3.89049
mdv,2015,3.78627
mdv,2016,3.73326
mdv,2017,3.59955
mdv,2018,3.10725
mdv,2019,2.19787
mdv,2020,1.06518
mex,1961,1.39843
mex,1962,1.35978
mex,1963,1.32848
mex,1964,1.30475
mex,1965,1.28682
mex,1966,1.25575
mex,1967,1.22214
mex,1968,1.17818
mex,1969,1.13741
mex,1970,1.13863
mex,1971,1.16044
mex,1972,1.10491
mex,1973,1.03383
mex,1974,0.93694
mex,1975,0.83215
mex,1976,0.71959
mex,1977,0.62013
mex,1978,0.52213
mex,1979,0.44311
mex,1980,0.40833
mex,1981,0.81038
mex,1982,0.75047
mex,1983,0.67928
mex,1984,0.60713
mex,1985,0.53102
mex,1986,0.45111
mex,1987,0.37813
mex,1988,0.31077
mex,1989,0.25052
mex,1990,0.28615
mex,1991,0.45367
mex,1992,0.40652
mex,1993,0.35513
mex,1994,0.29032
mex,1995,0.22973
mex,1996,0.46529
mex,1997,0.57091
mex,1998,0.52542
mex,1999,0.48346
mex,2000,0.33559
mex,2001,0.11793
mex,2002,0.08242
mex,2003,0.06864
mex,2004,0.07767
mex,2005,0.11168
mex,2006,0.14767
mex,2007,0.1775
mex,2008,0.17824
mex,2009,0.15984
mex,2010,0.11717
mex,2011,0.05158
mex,2012,0.00305
mex,2013,-0.05522
mex,2014,-0.11214
mex,2015,-0.1586
mex,2016,-0.21638
mex,2017,-0.26618
mex,2018,-0.31944
mex,2019,-0.37059
mex,2020,-0.42021
mhl,1961,0.41176
mhl,1962,0.96467
mhl,1963,1.24444
mhl,1964,1.22915
mhl,1965,0.87169
mhl,1966,0.56355
mhl,1967,0.35061
mhl,1968,-1.82658
mhl,1969,-1.83982
mhl,1970,-1.62095
mhl,1971,-1.41214
mhl,1972,-1.33479
mhl,1973,-1.48474
mhl,1974,4.85178
mhl,1975,5.3648
mhl,1976,4.8932
mhl,1977,4.6017
mhl,1978,4.45107
mhl,1979,4.65789
mhl,1980,4.9932
mhl,1981,2.92161
mhl,1982,2.50493
mhl,1983,2.5886
mhl,1984,2.72777
mhl,1985,2.71705
mhl,1986,2.75861
mhl,1987,2.69104
mhl,1988,2.37358
mhl,1989,2.48565
mhl,1990,2.11706
mhl,1991,1.40678
mhl,1992,0.74345
mhl,1993,0.20127
mhl,1994,-0.21312
mhl,1995,-0.51096
mhl,1996,-0.86746
mhl,1997,-1.13603
mhl,1998,-1.19828
mhl,1999,-0.93926
mhl,2000,-0.99832
mhl,2001,-0.38955
mhl,2002,0.15726
mhl,2003,0.37641
mhl,2004,0.16267
mhl,2005,-0.30053
mhl,2006,-0.81849
mhl,2007,-1.24684
mhl,2008,-1.54822
mhl,2009,-1.60559
mhl,2010,-1.59822
mhl,2011,-1.50145
mhl,2012,-1.45517
mhl,2013,-1.38548
mhl,2014,-1.32677
mhl,2015,-1.29422
mhl,2016,-1.25287
mhl,2017,-1.15074
mhl,2018,-1.09704
mhl,2019,-1.04893
mhl,2020,-0.99918
mkd,1961,-0.55948
mkd,1962,-0.67976
mkd,1963,-0.70756
mkd,1964,-0.71365
mkd,1965,-0.6954
mkd,1966,-0.66656
mkd,1967,-0.653
mkd,1968,-0.73905
mkd,1969,-0.93574
mkd,1970,-1.21401
mkd,1971,-1.14759
mkd,1972,-0.24634
mkd,1973,-0.34243
mkd,1974,-0.28835
mkd,1975,-0.13108
mkd,1976,0.05855
mkd,1977,0.19538
mkd,1978,0.21901
mkd,1979,0.10258
mkd,1980,-0.11587
mkd,1981,-0.26662
mkd,1982,-0.21985
mkd,1983,-0.38964
mkd,1984,-0.50887
mkd,1985,-0.58333
mkd,1986,-0.65243
mkd,1987,-0.72113
mkd,1988,-0.80678
mkd,1989,-0.90787
mkd,1990,-1.01298
mkd,1991,-1.206
mkd,1992,-1.51041
mkd,1993,-1.51958
mkd,1994,-1.35974
mkd,1995,0.59139
mkd,1996,0.82219
mkd,1997,0.88346
mkd,1998,1.03779
mkd,1999,0.98363
mkd,2000,0.96095
mkd,2001,0.92303
mkd,2002,-0.22579
mkd,2003,0.82488
mkd,2004,0.78219
mkd,2005,0.63425
mkd,2006,0.51566
mkd,2007,0.44193
mkd,2008,0.37133
mkd,2009,0.31948
mkd,2010,0.2764
mkd,2011,0.16486
mkd,2012,0.04471
mkd,2013,-0.00453
mkd,2014,-0.05569
mkd,2015,-0.15752
mkd,2016,-0.25527
mkd,2017,-0.33986
mkd,2018,-0.4276
mkd,2019,-0.56151
mkd,2020,-0.8585
mli,1961,0.77378
mli,1962,0.76411
mli,1963,0.76412
mli,1964,0.77571
mli,1965,0.80174
mli,1966,0.82425
mli,1967,0.85346
mli,1968,0.90105
mli,1969,0.97597
mli,1970,1.06571
mli,1971,1.16295
mli,1972,1.24811
mli,1973,1.30238
mli,1974,1.31329
mli,1975,1.29802
mli,1976,1.26289
mli,1977,1.21675
mli,1978,1.20208
mli,1979,1.24996
mli,1980,1.32049
mli,1981,1.42098
mli,1982,1.49153
mli,1983,1.46561
mli,1984,1.31769
mli,1985,1.10266
mli,1986,0.85321
mli,1987,0.69934
mli,1988,0.81534
mli,1989,0.98348
mli,1990,1.27707
mli,1991,1.6118
mli,1992,1.88489
mli,1993,2.06147
mli,1994,2.09742
mli,1995,2.04852
mli,1996,1.97999
mli,1997,1.9548
mli,1998,1.90181
mli,1999,1.72891
mli,2000,1.82571
mli,2001,1.91851
mli,2002,1.98135
mli,2003,2.03906
mli,2004,2.08354
mli,2005,2.12061
mli,2006,2.15147
mli,2007,2.16928
mli,2008,2.13049
mli,2009,2.03869
mli,2010,1.91794
mli,2011,1.78675
mli,2012,1.67863
mli,2013,1.61235
mli,2014,1.59807
mli,2015,1.6199
mli,2016,1.64684
mli,2017,1.65786
mli,2018,1.65716
mli,2019,1.63388
mli,2020,1.60233
mlt,1961,0.20764
mlt,1962,0.19485
mlt,1963,0.18214
mlt,1964,0.20951
mlt,1965,-0.16326
mlt,1966,-0.53785
mlt,1967,-0.56258
mlt,1968,-0.98353
mlt,1969,-1.25433
mlt,1970,-0.62991
mlt,1971,-0.07059
mlt,1972,-0.16062
mlt,1973,-0.17054
mlt,1974,-0.1547
mlt,1975,0.65585
mlt,1976,0.42209
mlt,1977,0.30268
mlt,1978,0.96246
mlt,1979,0.92519
mlt,1980,0.96928
mlt,1981,0.64715
mlt,1982,2.05823
mlt,1983,1.33018
mlt,1984,-0.06832
mlt,1985,1.67952
mlt,1986,0.89014
mlt,1987,-0.51683
mlt,1988,-0.37915
mlt,1989,-0.23111
mlt,1990,-0.21991
mlt,1991,1.48013
mlt,1992,-0.17368
mlt,1993,-0.20301
mlt,1994,-0.27909
mlt,1995,-0.51954
mlt,1996,-1.97418
mlt,1997,-2.83346
mlt,1998,-2.95088
mlt,1999,-3.03083
mlt,2000,-2.99784
mlt,2001,-2.88976
mlt,2002,-2.90811
mlt,2003,-3.00256
mlt,2004,-3.00475
mlt,2005,-3.03937
mlt,2006,-1.84834
mlt,2007,-0.83302
mlt,2008,-0.52972
mlt,2009,-0.43954
mlt,2010,-0.69755
mlt,2011,-0.74754
mlt,2012,-0.30388
mlt,2013,0.22594
mlt,2014,0.80105
mlt,2015,1.19369
mlt,2016,1.10008
mlt,2017,1.53573
mlt,2018,2.27366
mlt,2019,2.69766
mlt,2020,0.96454
mmr,1961,1.73842
mmr,1962,1.73602
mmr,1963,1.74472
mmr,1964,1.76996
mmr,1965,1.80574
mmr,1966,1.84022
mmr,1967,1.86603
mmr,1968,1.87752
mmr,1969,1.8739
mmr,1970,1.85697
mmr,1971,1.8365
mmr,1972,1.8136
mmr,1973,1.92192
mmr,1974,2.28696
mmr,1975,2.27681
mmr,1976,2.25693
mmr,1977,2.23768
mmr,1978,2.21629
mmr,1979,2.19927
mmr,1980,2.18017
mmr,1981,2.16206
mmr,1982,2.12901
mmr,1983,2.03325
mmr,1984,1.80963
mmr,1985,1.73261
mmr,1986,1.65535
mmr,1987,1.57935
mmr,1988,1.48547
mmr,1989,1.36756
mmr,1990,1.2389
mmr,1991,1.09939
mmr,1992,0.97873
mmr,1993,0.90822
mmr,1994,0.90516
mmr,1995,0.94668
mmr,1996,1.00379
mmr,1997,1.04209
mmr,1998,1.04214
mmr,1999,0.99589
mmr,2000,0.91049
mmr,2001,0.82492
mmr,2002,0.75336
mmr,2003,0.67843
mmr,2004,0.60365
mmr,2005,0.53273
mmr,2006,0.45627
mmr,2007,0.3873
mmr,2008,0.35649
mmr,2009,0.37699
mmr,2010,0.42819
mmr,2011,0.49983
mmr,2012,0.55666
mmr,2013,0.57938
mmr,2014,0.54874
mmr,2015,0.46591
mmr,2016,0.36961
mmr,2017,0.29005
mmr,2018,0.23893
mmr,2019,0.23167
mmr,2020,0.25311
mne,1961,1.29068
mne,1962,1.38081
mne,1963,1.18392
mne,1964,0.62375
mne,1965,-0.14981
mne,1966,-1.04332
mne,1967,-1.78891
mne,1968,-2.1619
mne,1969,-1.97947
mne,1970,-1.4023
mne,1971,-0.66816
mne,1972,-0.0841
mne,1973,0.258
mne,1974,0.23139
mne,1975,-0.03987
mne,1976,-0.37966
mne,1977,-0.62517
mne,1978,-0.77501
mne,1979,-0.77255
mne,1980,-0.67376
mne,1981,-0.53541
mne,1982,-0.47824
mne,1983,-0.55576
mne,1984,-0.813
mne,1985,-1.17674
mne,1986,-1.59908
mne,1987,-1.96194
mne,1988,-2.20852
mne,1989,-2.27516
mne,1990,-2.22366
mne,1991,-2.07379
mne,1992,-1.86122
mne,1993,-1.85817
mne,1994,-1.97839
mne,1995,-2.16964
mne,1996,-2.38671
mne,1997,-2.5485
mne,1998,-2.66052
mne,1999,-2.66952
mne,2000,-2.61826
mne,2001,-2.07653
mne,2002,-2.12598
mne,2003,-2.16961
mne,2004,-1.28787
mne,2005,-0.7484
mne,2006,-0.78026
mne,2007,-0.76922
mne,2008,-0.73834
mne,2009,-0.70137
mne,2010,-0.73829
mne,2011,-0.825
mne,2012,-0.85475
mne,2013,-0.85334
mne,2014,-0.86534
mne,2015,-0.91895
mne,2016,-0.96117
mne,2017,-0.98631
mne,2018,-1.031
mne,2019,-1.0525
mne,2020,-1.1503
mng,1961,-0.41087
mng,1962,-0.41732
mng,1963,0.80036
mng,1964,2.13436
mng,1965,2.0793
mng,1966,1.9981
mng,1967,1.93751
mng,1968,1.90216
mng,1969,1.76113
mng,1970,1.60962
mng,1971,1.62991
mng,1972,1.62623
mng,1973,1.59627
mng,1974,1.523
mng,1975,1.42726
mng,1976,1.32576
mng,1977,1.24519
mng,1978,1.17296
mng,1979,1.25457
mng,1980,1.36398
mng,1981,1.3171
mng,1982,1.26183
mng,1983,1.25169
mng,1984,1.30066
mng,1985,1.37936
mng,1986,1.47607
mng,1987,1.51347
mng,1988,1.38882
mng,1989,1.77947
mng,1990,2.09944
mng,1991,1.64172
mng,1992,1.25116
mng,1993,0.98109
mng,1994,0.86491
mng,1995,0.8728
mng,1996,0.90829
mng,1997,0.93058
mng,1998,0.95326
mng,1999,0.97511
mng,2000,-0.29488
mng,2001,-1.65248
mng,2002,-1.65067
mng,2003,-1.63605
mng,2004,-1.61171
mng,2005,-1.56781
mng,2006,-1.5395
mng,2007,-1.50524
mng,2008,-1.45459
mng,2009,-1.3661
mng,2010,-1.28805
mng,2011,0.60949
mng,2012,1.73321
mng,2013,1.79095
mng,2014,1.79673
mng,2015,1.75358
mng,2016,1.7023
mng,2017,1.65321
mng,2018,1.53639
mng,2019,1.40744
mng,2020,1.2708
mnp,1961,-0.55619
mnp,1962,-1.39368
mnp,1963,-1.90321
mnp,1964,-1.67926
mnp,1965,-1.31121
mnp,1966,-0.79506
mnp,1967,-0.42218
mnp,1968,-4.41583
mnp,1969,-4.64424
mnp,1970,-5.25515
mnp,1971,-5.6826
mnp,1972,-5.85191
mnp,1973,-6.36931
mnp,1974,-5.52801
