geo,time,sp_dyn_le00_in
kir,2007,64.953
kir,2008,65.208
kir,2009,65.48
kir,2010,65.769
kir,2011,66.072
kir,2012,66.381
kir,2013,66.69
kir,2014,66.995
kir,2015,67.291
kir,2016,67.577
kir,2017,67.851
kir,2018,68.116
kir,2019,68.369
kir,2020,68.611
kna,1982,63.95122
kna,1987,65.95122
kna,1992,67.95122
kna,1997,70.03634
kna,2002,71.33659
kor,1960,55.41554
kor,1961,56.01498
kor,1962,56.51232
kor,1963,56.97061
kor,1964,57.44093
kor,1965,57.96829
kor,1966,58.57517
kor,1967,59.24146
kor,1968,59.94461
kor,1969,60.67502
kor,1970,62.16341
kor,1971,62.6122
kor,1972,63.00976
kor,1973,63.40732
kor,1974,63.80488
kor,1975,64.15366
kor,1976,64.50244
kor,1977,64.9
kor,1978,65.19756
kor,1979,65.54634
kor,1980,66.04634
kor,1981,66.54634
kor,1982,67.09512
kor,1983,67.54634
kor,1984,68.19512
kor,1985,68.79512
kor,1986,69.44634
kor,1987,69.99756
kor,1988,70.54878
kor,1989,71.04878
kor,1990,71.59756
kor,1991,72.04634
kor,1992,72.49756
kor,1993,72.99756
kor,1994,73.39756
kor,1995,73.7
kor,1996,74.15122
kor,1997,74.60244
kor,1998,75.00488
kor,1999,75.40976
kor,2000,75.90976
kor,2001,76.4122
kor,2002,76.76585
kor,2003,77.21463
kor,2004,77.66585
kor,2005,78.16829
kor,2006,78.66829
kor,2007,79.11951
kor,2008,79.51707
kor,2009,79.96829
kor,2010,80.11707
kor,2011,80.56829
kor,2012,80.81951
kor,2013,81.27073
kor,2014,81.72195
kor,2015,82.02439
kor,2016,82.27561
kor,2017,82.62683
kor,2018,82.62683
kor,2019,83.22683
kor,2020,83.42683
kos,1981,65.89756
kos,1982,66.19756
kos,1983,66.39756
kos,1984,66.59756
kos,1985,66.79756
kos,1986,66.99756
kos,1987,67.19756
kos,1988,67.39756
kos,1989,67.54878
kos,1990,67.74878
kos,1991,67.94878
kos,1992,68.1
kos,1993,68.24878
kos,1994,68.4
kos,1995,68.55122
kos,1996,68.7
kos,1997,68.85122
kos,1998,68.95122
kos,1999,66.95122
kos,2000,67.95122
kos,2001,67.99756
kos,2002,67.9439
kos,2003,68.19512
kos,2004,68.49512
kos,2005,68.69512
kos,2006,68.94634
kos,2007,69.19756
kos,2008,69.44878
kos,2009,69.64878
kos,2010,69.9
kos,2011,70.2
kos,2012,70.49756
kos,2013,70.79756
kos,2014,71.09756
kos,2015,71.34634
kos,2016,71.84634
kos,2017,72.29512
kos,2018,72.69512
kos,2019,73.09268
kos,2020,71.0878
kwt,1960,59.343
kwt,1961,60.099
kwt,1962,60.841
kwt,1963,61.565
kwt,1964,62.265
kwt,1965,62.934
kwt,1966,63.566
kwt,1967,64.158
kwt,1968,64.713
kwt,1969,65.231
kwt,1970,65.715
kwt,1971,66.169
kwt,1972,66.602
kwt,1973,67.02
kwt,1974,67.426
kwt,1975,67.824
kwt,1976,68.217
kwt,1977,68.602
kwt,1978,68.977
kwt,1979,69.342
kwt,1980,69.693
kwt,1981,70.028
kwt,1982,70.344
kwt,1983,70.64
kwt,1984,70.914
kwt,1985,71.167
kwt,1986,71.398
kwt,1987,71.61
kwt,1988,71.805
kwt,1989,71.985
kwt,1990,72.15
kwt,1991,72.3
kwt,1992,72.435
kwt,1993,72.556
kwt,1994,72.666
kwt,1995,72.764
kwt,1996,72.852
kwt,1997,72.931
kwt,1998,73.004
kwt,1999,73.074
kwt,2000,73.142
kwt,2001,73.21
kwt,2002,73.28
kwt,2003,73.355
kwt,2004,73.439
kwt,2005,73.538
kwt,2006,73.66
kwt,2007,73.807
kwt,2008,73.976
kwt,2009,74.162
kwt,2010,74.358
kwt,2011,74.55
kwt,2012,74.728
kwt,2013,74.885
kwt,2014,75.019
kwt,2015,75.13
kwt,2016,75.224
kwt,2017,75.311
kwt,2018,75.398
kwt,2019,75.489
kwt,2020,75.586
lao,1960,43.204
lao,1961,43.511
lao,1962,43.817
lao,1963,44.121
lao,1964,44.424
lao,1965,44.728
lao,1966,45.033
lao,1967,45.34
lao,1968,45.65
lao,1969,45.962
lao,1970,46.273
lao,1971,46.578
lao,1972,46.876
lao,1973,47.166
lao,1974,47.449
lao,1975,47.722
lao,1976,47.985
lao,1977,48.244
lao,1978,48.503
lao,1979,48.771
lao,1980,49.061
lao,1981,49.386
lao,1982,49.753
lao,1983,50.162
lao,1984,50.61
lao,1985,51.084
lao,1986,51.566
lao,1987,52.04
lao,1988,52.497
lao,1989,52.935
lao,1990,53.364
lao,1991,53.799
lao,1992,54.258
lao,1993,54.753
lao,1994,55.285
lao,1995,55.851
lao,1996,56.44
lao,1997,57.04
lao,1998,57.637
lao,1999,58.225
lao,2000,58.803
lao,2001,59.372
lao,2002,59.937
lao,2003,60.502
lao,2004,61.065
lao,2005,61.625
lao,2006,62.182
lao,2007,62.731
lao,2008,63.271
lao,2009,63.797
lao,2010,64.306
lao,2011,64.797
lao,2012,65.267
lao,2013,65.717
lao,2014,66.144
lao,2015,66.546
lao,2016,66.924
lao,2017,67.277
lao,2018,67.61
lao,2019,67.923
lao,2020,68.219
lbn,1960,63.267
lbn,1961,63.575
lbn,1962,63.871
lbn,1963,64.157
lbn,1964,64.435
lbn,1965,64.709
lbn,1966,64.982
lbn,1967,65.255
lbn,1968,65.528
lbn,1969,65.8
lbn,1970,66.067
lbn,1971,66.323
lbn,1972,66.565
lbn,1973,66.789
lbn,1974,66.995
lbn,1975,67.183
lbn,1976,67.352
lbn,1977,67.507
lbn,1978,67.656
lbn,1979,67.802
lbn,1980,67.952
lbn,1981,68.113
lbn,1982,68.287
lbn,1983,68.478
lbn,1984,68.689
lbn,1985,68.918
lbn,1986,69.163
lbn,1987,69.42
lbn,1988,69.689
lbn,1989,69.969
lbn,1990,70.266
lbn,1991,70.584
lbn,1992,70.929
lbn,1993,71.3
lbn,1994,71.699
lbn,1995,72.125
lbn,1996,72.576
lbn,1997,73.046
lbn,1998,73.528
lbn,1999,74.017
lbn,2000,74.507
lbn,2001,74.999
lbn,2002,75.488
lbn,2003,75.969
lbn,2004,76.432
lbn,2005,76.865
lbn,2006,77.26
lbn,2007,77.609
lbn,2008,77.911
lbn,2009,78.161
lbn,2010,78.36
lbn,2011,78.507
lbn,2012,78.611
lbn,2013,78.683
lbn,2014,78.732
lbn,2015,78.768
lbn,2016,78.8
lbn,2017,78.833
lbn,2018,78.875
lbn,2019,78.93
lbn,2020,79.004
lbr,1960,34.264
lbr,1961,34.56
lbr,1962,34.911
lbr,1963,35.322
lbr,1964,35.796
lbr,1965,36.324
lbr,1966,36.895
lbr,1967,37.491
lbr,1968,38.099
lbr,1969,38.714
lbr,1970,39.338
lbr,1971,39.98
lbr,1972,40.65
lbr,1973,41.346
lbr,1974,42.061
lbr,1975,42.786
lbr,1976,43.514
lbr,1977,44.226
lbr,1978,44.902
lbr,1979,45.52
lbr,1980,46.053
lbr,1981,46.474
lbr,1982,46.776
lbr,1983,46.962
lbr,1984,47.038
lbr,1985,47.004
lbr,1986,46.862
lbr,1987,46.645
lbr,1988,46.399
lbr,1989,46.174
lbr,1990,46.046
lbr,1991,46.097
lbr,1992,46.357
lbr,1993,46.832
lbr,1994,47.506
lbr,1995,48.314
lbr,1996,49.163
lbr,1997,49.963
lbr,1998,50.657
lbr,1999,51.234
lbr,2000,51.734
lbr,2001,52.236
lbr,2002,52.826
lbr,2003,53.554
lbr,2004,54.422
lbr,2005,55.393
lbr,2006,56.4
lbr,2007,57.365
lbr,2008,58.229
lbr,2009,58.971
lbr,2010,59.6
lbr,2011,60.146
lbr,2012,60.663
lbr,2013,61.186
lbr,2014,61.723
lbr,2015,62.269
lbr,2016,62.802
lbr,2017,63.295
lbr,2018,63.73
lbr,2019,64.104
lbr,2020,64.423
lby,1960,42.609
lby,1961,44.211
lby,1962,45.833
lby,1963,47.415
lby,1964,48.914
lby,1965,50.303
lby,1966,51.581
lby,1967,52.778
lby,1968,53.921
lby,1969,55.011
lby,1970,56.052
lby,1971,57.046
lby,1972,57.995
lby,1973,58.902
lby,1974,59.77
lby,1975,60.6
lby,1976,61.393
lby,1977,62.15
lby,1978,62.869
lby,1979,63.548
lby,1980,64.185
lby,1981,64.771
lby,1982,65.306
lby,1983,65.793
lby,1984,66.235
lby,1985,66.644
lby,1986,67.03
lby,1987,67.405
lby,1988,67.775
lby,1989,68.141
lby,1990,68.503
lby,1991,68.85
lby,1992,69.175
lby,1993,69.469
lby,1994,69.732
lby,1995,69.965
lby,1996,70.169
lby,1997,70.352
lby,1998,70.522
lby,1999,70.684
lby,2000,70.852
lby,2001,71.038
lby,2002,71.244
lby,2003,71.466
lby,2004,71.693
lby,2005,71.902
lby,2006,72.063
lby,2007,72.155
lby,2008,72.174
lby,2009,72.129
lby,2010,72.044
lby,2011,71.956
lby,2012,71.901
lby,2013,71.907
lby,2014,71.981
lby,2015,72.121
lby,2016,72.311
lby,2017,72.52
lby,2018,72.724
lby,2019,72.913
lby,2020,73.082
lca,1960,56.739
lca,1961,57.589
lca,1962,58.428
lca,1963,59.246
lca,1964,60.035
lca,1965,60.781
lca,1966,61.471
lca,1967,62.099
lca,1968,62.67
lca,1969,63.188
lca,1970,63.667
lca,1971,64.124
lca,1972,64.578
lca,1973,65.04
lca,1974,65.515
lca,1975,65.997
lca,1976,66.478
lca,1977,66.94
lca,1978,67.374
lca,1979,67.775
lca,1980,68.144
lca,1981,68.484
lca,1982,68.803
lca,1983,69.11
lca,1984,69.407
lca,1985,69.698
lca,1986,69.985
lca,1987,70.266
lca,1988,70.54
lca,1989,70.81
lca,1990,71.074
lca,1991,71.335
lca,1992,71.592
lca,1993,71.843
lca,1994,72.087
lca,1995,72.323
lca,1996,72.547
lca,1997,72.759
lca,1998,72.958
lca,1999,73.144
lca,2000,73.319
lca,2001,73.486
lca,2002,73.648
lca,2003,73.808
lca,2004,73.966
lca,2005,74.122
lca,2006,74.276
lca,2007,74.426
lca,2008,74.571
lca,2009,74.712
lca,2010,74.852
lca,2011,74.993
lca,2012,75.138
lca,2013,75.286
lca,2014,75.44
lca,2015,75.596
lca,2016,75.752
lca,2017,75.907
lca,2018,76.057
lca,2019,76.203
lca,2020,76.343
lie,1994,78.42195
lie,1995,77.39024
lie,1996,76.83659
lie,1997,76.04634
lie,1998,77.74634
lie,1999,79.10976
lie,2000,76.82683
lie,2001,79.27561
lie,2002,79.63659
lie,2003,79.96098
lie,2004,81.77073
lie,2005,80.66829
lie,2006,80.94878
lie,2007,81.29512
lie,2008,82.68293
lie,2009,81.5
lie,2010,81.84146
lie,2011,81.79268
lie,2012,82.38293
lie,2013,82.26098
lie,2014,82.07317
lie,2015,82.6561
lie,2016,82.25854
lie,2017,83.74634
lie,2018,83.04146
lie,2019,84.16098
lie,2020,81.80732
lka,1960,59.369
lka,1961,59.769
lka,1962,60.177
lka,1963,60.611
lka,1964,61.078
lka,1965,61.579
lka,1966,62.104
lka,1967,62.631
lka,1968,63.144
lka,1969,63.634
lka,1970,64.097
lka,1971,64.528
lka,1972,64.934
lka,1973,65.321
lka,1974,65.694
lka,1975,66.067
lka,1976,66.459
lka,1977,66.874
lka,1978,67.308
lka,1979,67.751
lka,1980,68.171
lka,1981,68.529
lka,1982,68.801
lka,1983,68.975
lka,1984,69.057
lka,1985,69.079
lka,1986,69.086
lka,1987,69.121
lka,1988,69.209
lka,1989,69.352
lka,1990,69.509
lka,1991,69.62
lka,1992,69.639
lka,1993,69.557
lka,1994,69.403
lka,1995,69.259
lka,1996,69.237
lka,1997,69.419
lka,1998,69.845
lka,1999,70.503
lka,2000,71.333
lka,2001,72.233
lka,2002,73.085
lka,2003,73.799
lka,2004,74.337
lka,2005,74.695
lka,2006,74.904
lka,2007,75.037
lka,2008,75.157
lka,2009,75.286
lka,2010,75.439
lka,2011,75.614
lka,2012,75.796
lka,2013,75.974
lka,2014,76.147
lka,2015,76.316
lka,2016,76.482
lka,2017,76.648
lka,2018,76.812
lka,2019,76.978
lka,2020,77.144
lso,1960,47.919
lso,1961,48.162
lso,1962,48.383
lso,1963,48.59
lso,1964,48.797
lso,1965,49.015
lso,1966,49.254
lso,1967,49.523
lso,1968,49.829
lso,1969,50.18
lso,1970,50.584
lso,1971,51.048
lso,1972,51.565
lso,1973,52.129
lso,1974,52.731
lso,1975,53.367
lso,1976,54.03
lso,1977,54.709
lso,1978,55.39
lso,1979,56.058
lso,1980,56.702
lso,1981,57.319
lso,1982,57.901
lso,1983,58.437
lso,1984,58.91
lso,1985,59.309
lso,1986,59.632
lso,1987,59.868
lso,1988,60
lso,1989,60.003
lso,1990,59.837
lso,1991,59.464
lso,1992,58.868
lso,1993,58.05
lso,1994,57.022
lso,1995,55.782
lso,1996,54.334
lso,1997,52.728
lso,1998,51.034
lso,1999,49.328
lso,2000,47.691
lso,2001,46.197
lso,2002,44.898
lso,2003,43.845
lso,2004,43.083
lso,2005,42.658
lso,2006,42.595
lso,2007,42.854
lso,2008,43.384
lso,2009,44.146
lso,2010,45.1
lso,2011,46.207
lso,2012,47.416
lso,2013,48.663
lso,2014,49.891
lso,2015,51.038
lso,2016,52.059
lso,2017,52.947
lso,2018,53.705
lso,2019,54.331
lso,2020,54.836
ltu,1960,69.84732
ltu,1961,70.10268
ltu,1962,69.09537
ltu,1963,70.20439
ltu,1964,71.50902
ltu,1965,71.32512
ltu,1966,71.52024
ltu,1967,71.6039
ltu,1968,71.31366
ltu,1969,70.92854
ltu,1970,70.80439
ltu,1971,71.73537
ltu,1972,71.02463
ltu,1973,71.3322
ltu,1974,71.24415
ltu,1975,70.86732
ltu,1976,70.95805
ltu,1977,70.80951
ltu,1978,70.60463
ltu,1979,70.4822
ltu,1980,70.4822
ltu,1981,70.46073
ltu,1982,70.83683
ltu,1983,70.7778
ltu,1984,70.32
ltu,1985,70.50122
ltu,1986,72.08073
ltu,1987,71.93463
ltu,1988,71.7622
ltu,1989,71.42537
ltu,1990,71.16073
ltu,1991,70.36415
ltu,1992,70.23439
ltu,1993,68.91049
ltu,1994,68.53024
ltu,1995,69.00634
ltu,1996,70.10805
ltu,1997,70.90902
ltu,1998,71.21951
ltu,1999,71.57073
ltu,2000,72.01951
ltu,2001,71.65854
ltu,2002,71.76098
ltu,2003,72.06098
ltu,2004,71.96098
ltu,2005,71.25366
ltu,2006,71.0561
ltu,2007,70.9
ltu,2008,71.8122
ltu,2009,72.91463
ltu,2010,73.26829
ltu,2011,73.56341
ltu,2012,73.86341
ltu,2013,73.91463
ltu,2014,74.51707
ltu,2015,74.32195
ltu,2016,74.67073
ltu,2017,75.48049
ltu,2018,75.68049
ltu,2019,76.28293
ltu,2020,74.92927
lux,1960,68.44639
lux,1961,68.73773
lux,1962,68.99812
lux,1963,69.22307
lux,1964,69.41105
lux,1965,69.56102
lux,1966,69.67446
lux,1967,69.76134
lux,1968,69.83515
lux,1969,69.90485
lux,1970,69.98346
lux,1971,70.08144
lux,1972,70.20532
lux,1973,70.35817
lux,1974,70.54256
lux,1975,70.75761
lux,1976,70.99851
lux,1977,71.25629
lux,1978,71.52246
lux,1979,71.79446
lux,1980,72.07261
lux,1981,72.35768
lux,1982,72.65346
lux,1983,72.95888
lux,1984,73.27193
lux,1985,73.58576
lux,1986,73.89461
lux,1987,74.19376
lux,1988,74.48034
lux,1989,74.75241
lux,1990,75.01041
lux,1991,75.46341
lux,1992,75.77073
lux,1993,75.7122
lux,1994,76.37073
lux,1995,76.5122
lux,1996,76.51951
lux,1997,76.88049
lux,1998,77.01707
lux,1999,77.77073
lux,2000,77.87317
lux,2001,77.82439
lux,2002,77.96585
lux,2003,77.72683
lux,2004,79.12195
lux,2005,79.43171
lux,2006,79.2878
lux,2007,79.38293
lux,2008,80.53902
lux,2009,80.63659
lux,2010,80.63171
lux,2011,80.9878
lux,2012,81.39268
lux,2013,81.8
lux,2014,82.22927
lux,2015,82.29268
lux,2016,82.68537
lux,2017,82.09512
lux,2018,82.29512
lux,2019,82.63902
lux,2020,81.74146
lva,1960,69.78683
lva,1961,70.03244
lva,1962,69.43049
lva,1963,69.82902
lva,1964,71.02805
lva,1965,70.72659
lva,1966,70.70732
lva,1967,70.3939
lva,1968,70.04293
lva,1969,69.79683
lva,1970,69.83537
lva,1971,70.16463
lva,1972,69.87878
lva,1973,69.81341
lva,1974,69.74098
lva,1975,68.92537
lva,1976,69.0478
lva,1977,69.10463
lva,1978,68.9878
lva,1979,68.49561
lva,1980,68.80854
lva,1981,68.78634
lva,1982,69.32829
lva,1983,69.11902
lva,1984,69.16293
lva,1985,69.29146
lva,1986,70.62244
lva,1987,70.69293
lva,1988,70.61537
lva,1989,70.15537
lva,1990,69.27317
lva,1991,69.03244
lva,1992,68.3961
lva,1993,66.72268
lva,1994,65.66439
lva,1995,66.39122
lva,1996,68.77659
lva,1997,69.34927
lva,1998,69.0122
lva,1999,69.74293
lva,2000,70.31463
lva,2001,70.76098
lva,2002,70.96098
lva,2003,71.26585
lva,2004,72.02683
lva,2005,71.3561
lva,2006,70.86585
lva,2007,71.01951
lva,2008,72.41951
lva,2009,73.08049
lva,2010,73.48293
lva,2011,73.57561
lva,2012,73.77805
lva,2013,73.98293
lva,2014,74.12439
lva,2015,74.48049
lva,2016,74.58049
lva,2017,74.62927
lva,2018,74.78293
lva,2019,75.3878
lva,2020,75.3878
mac,1960,64.828
mac,1961,65.301
mac,1962,65.757
mac,1963,66.199
mac,1964,66.629
mac,1965,67.055
mac,1966,67.486
mac,1967,67.928
mac,1968,68.388
mac,1969,68.865
mac,1970,69.36
mac,1971,69.869
mac,1972,70.384
mac,1973,70.897
mac,1974,71.4
mac,1975,71.887
mac,1976,72.352
mac,1977,72.793
mac,1978,73.209
mac,1979,73.602
mac,1980,73.974
mac,1981,74.33
mac,1982,74.677
mac,1983,75.02
mac,1984,75.362
mac,1985,75.702
mac,1986,76.036
mac,1987,76.363
mac,1988,76.68
mac,1989,76.99
mac,1990,77.296
mac,1991,77.607
mac,1992,77.926
mac,1993,78.253
mac,1994,78.588
mac,1995,78.925
mac,1996,79.256
mac,1997,79.573
mac,1998,79.872
mac,1999,80.15
mac,2000,80.407
mac,2001,80.645
mac,2002,80.87
mac,2003,81.089
mac,2004,81.304
mac,2005,81.523
mac,2006,81.748
mac,2007,81.981
mac,2008,82.22
mac,2009,82.462
mac,2010,82.704
mac,2011,82.938
mac,2012,83.158
mac,2013,83.361
mac,2014,83.543
mac,2015,83.707
mac,2016,83.854
mac,2017,83.989
mac,2018,84.118
mac,2019,84.244
mac,2020,84.37
maf,1982,73.21951
maf,1983,72.76829
maf,1984,72.91951
maf,1985,72.66829
maf,1986,73.51951
maf,1987,73.67073
maf,1988,74.27073
maf,1989,74.32195
maf,1990,74.52195
maf,1991,75.92439
maf,1992,75.42439
maf,1993,75.57317
maf,1994,75.77317
maf,1995,75.97317
maf,1996,76.12439
maf,1997,76.27317
maf,1998,76.47317
maf,1999,76.67317
maf,2000,76.87317
maf,2001,76.97317
maf,2002,77.17317
maf,2003,77.37317
maf,2004,77.52195
maf,2005,77.67317
maf,2006,77.87317
maf,2007,78.02195
maf,2008,78.22195
maf,2009,78.37317
maf,2010,78.52195
maf,2011,78.72195
maf,2012,78.87317
maf,2013,79.02195
maf,2014,79.17317
maf,2015,79.32195
maf,2016,79.52195
maf,2017,79.62195
maf,2018,79.82195
maf,2019,79.97317
maf,2020,80.12195
mar,1960,48.458
mar,1961,48.88
mar,1962,49.307
mar,1963,49.738
mar,1964,50.168
mar,1965,50.593
mar,1966,51.009
mar,1967,51.413
mar,1968,51.808
mar,1969,52.195
mar,1970,52.572
mar,1971,52.94
mar,1972,53.305
mar,1973,53.676
mar,1974,54.066
mar,1975,54.492
mar,1976,54.976
mar,1977,55.525
mar,1978,56.142
mar,1979,56.823
mar,1980,57.56
mar,1981,58.339
mar,1982,59.139
mar,1983,59.936
mar,1984,60.717
mar,1985,61.469
mar,1986,62.188
mar,1987,62.877
mar,1988,63.535
mar,1989,64.157
mar,1990,64.732
mar,1991,65.251
mar,1992,65.715
mar,1993,66.128
mar,1994,66.501
mar,1995,66.846
mar,1996,67.175
mar,1997,67.508
mar,1998,67.86
mar,1999,68.245
mar,2000,68.684
mar,2001,69.193
mar,2002,69.769
mar,2003,70.399
mar,2004,71.067
mar,2005,71.746
mar,2006,72.403
mar,2007,73.009
mar,2008,73.546
mar,2009,74.003
mar,2010,74.382
mar,2011,74.696
mar,2012,74.97
mar,2013,75.227
mar,2014,75.477
mar,2015,75.726
mar,2016,75.974
mar,2017,76.218
mar,2018,76.453
mar,2019,76.68
mar,2020,76.901
mda,1960,61.995
mda,1961,62.367
mda,1962,62.743
mda,1963,63.122
mda,1964,63.496
mda,1965,63.856
mda,1966,64.186
mda,1967,64.476
mda,1968,64.718
mda,1969,64.908
mda,1970,65.045
mda,1971,65.134
mda,1972,65.186
mda,1973,65.213
mda,1974,65.221
mda,1975,65.209
mda,1976,65.172
mda,1977,65.111
mda,1978,65.037
mda,1979,64.971
mda,1980,64.951
mda,1981,65.022
mda,1982,65.205
mda,1983,65.499
mda,1984,65.887
mda,1985,66.33
mda,1986,66.772
mda,1987,67.156
mda,1988,67.44
mda,1989,67.605
mda,1990,67.643
mda,1991,67.563
mda,1992,67.408
mda,1993,67.221
mda,1994,67.03
mda,1995,66.867
mda,1996,66.761
mda,1997,66.722
mda,1998,66.752
mda,1999,66.852
mda,2000,67.006
mda,2001,67.185
mda,2002,67.362
mda,2003,67.521
mda,2004,67.665
mda,2005,67.82
mda,2006,68.022
mda,2007,68.302
mda,2008,68.671
mda,2009,69.119
mda,2010,69.616
mda,2011,70.119
mda,2012,70.581
mda,2013,70.968
mda,2014,71.267
mda,2015,71.478
mda,2016,71.617
mda,2017,71.717
mda,2018,71.808
mda,2019,71.901
mda,2020,72.006
mdg,1960,39.962
mdg,1961,40.444
mdg,1962,40.924
mdg,1963,41.401
mdg,1964,41.876
mdg,1965,42.351
mdg,1966,42.828
mdg,1967,43.31
mdg,1968,43.796
mdg,1969,44.283
mdg,1970,44.771
mdg,1971,45.257
mdg,1972,45.735
mdg,1973,46.203
mdg,1974,46.656
mdg,1975,47.094
mdg,1976,47.517
mdg,1977,47.926
mdg,1978,48.317
mdg,1979,48.683
mdg,1980,49.005
mdg,1981,49.26
mdg,1982,49.442
mdg,1983,49.56
mdg,1984,49.634
mdg,1985,49.694
mdg,1986,49.781
mdg,1987,49.932
mdg,1988,50.176
mdg,1989,50.53
mdg,1990,51.003
mdg,1991,51.595
mdg,1992,52.278
mdg,1993,53.022
mdg,1994,53.808
mdg,1995,54.616
mdg,1996,55.43
mdg,1997,56.239
mdg,1998,57.028
mdg,1999,57.782
mdg,2000,58.485
mdg,2001,59.129
mdg,2002,59.717
mdg,2003,60.256
mdg,2004,60.752
mdg,2005,61.212
mdg,2006,61.65
mdg,2007,62.079
mdg,2008,62.509
mdg,2009,62.944
mdg,2010,63.388
mdg,2011,63.836
mdg,2012,64.28
mdg,2013,64.713
mdg,2014,65.133
mdg,2015,65.539
mdg,2016,65.931
mdg,2017,66.311
mdg,2018,66.681
mdg,2019,67.041
mdg,2020,67.39
mdv,1960,37.343
mdv,1961,37.936
mdv,1962,38.56
mdv,1963,39.209
mdv,1964,39.878
mdv,1965,40.56
mdv,1966,41.252
mdv,1967,41.954
mdv,1968,42.669
mdv,1969,43.397
mdv,1970,44.142
mdv,1971,44.908
mdv,1972,45.7
mdv,1973,46.52
mdv,1974,47.368
mdv,1975,48.25
mdv,1976,49.167
mdv,1977,50.116
mdv,1978,51.087
mdv,1979,52.069
mdv,1980,53.046
mdv,1981,53.998
mdv,1982,54.913
mdv,1983,55.787
mdv,1984,56.621
mdv,1985,57.424
mdv,1986,58.213
mdv,1987,59.008
mdv,1988,59.823
mdv,1989,60.664
mdv,1990,61.529
mdv,1991,62.413
mdv,1992,63.302
mdv,1993,64.185
mdv,1994,65.059
mdv,1995,65.923
mdv,1996,66.784
mdv,1997,67.644
mdv,1998,68.501
mdv,1999,69.348
mdv,2000,70.173
mdv,2001,70.964
mdv,2002,71.708
mdv,2003,72.399
mdv,2004,73.034
mdv,2005,73.612
mdv,2006,74.138
mdv,2007,74.621
mdv,2008,75.073
mdv,2009,75.499
mdv,2010,75.905
mdv,2011,76.293
mdv,2012,76.664
mdv,2013,77.018
mdv,2014,77.36
mdv,2015,77.691
mdv,2016,78.013
mdv,2017,78.325
mdv,2018,78.627
mdv,2019,78.921
mdv,2020,79.208
mex,1960,57.077
mex,1961,57.668
mex,1962,58.193
mex,1963,58.656
mex,1964,59.069
mex,1965,59.447
mex,1966,59.807
mex,1967,60.165
mex,1968,60.536
mex,1969,60.932
mex,1970,61.362
mex,1971,61.829
mex,1972,62.327
mex,1973,62.845
mex,1974,63.378
mex,1975,63.922
mex,1976,64.467
mex,1977,65.009
mex,1978,65.54
mex,1979,66.055
mex,1980,66.553
mex,1981,67.031
mex,1982,67.493
mex,1983,67.942
mex,1984,68.38
mex,1985,68.809
mex,1986,69.232
mex,1987,69.649
mex,1988,70.062
mex,1989,70.469
mex,1990,70.866
mex,1991,71.248
mex,1992,71.61
mex,1993,71.953
mex,1994,72.279
mex,1995,72.598
mex,1996,72.925
mex,1997,73.268
mex,1998,73.625
mex,1999,73.988
mex,2000,74.34
mex,2001,74.658
mex,2002,74.922
mex,2003,75.118
mex,2004,75.243
mex,2005,75.3
mex,2006,75.296
mex,2007,75.255
mex,2008,75.194
mex,2009,75.128
mex,2010,75.065
mex,2011,75.011
mex,2012,74.966
mex,2013,74.93
mex,2014,74.908
mex,2015,74.904
mex,2016,74.917
mex,2017,74.947
mex,2018,74.992
mex,2019,75.054
mex,2020,75.131
mhl,1987,72.14146
mhl,1999,67.50488
mhl,2000,65.23902
mkd,1960,60.6228
mkd,1961,61.24939
mkd,1962,61.86046
mkd,1963,62.45951
mkd,1964,63.04946
mkd,1965,63.63173
mkd,1966,64.20473
mkd,1967,64.76398
mkd,1968,65.30246
mkd,1969,65.81471
mkd,1970,66.29278
mkd,1971,66.73124
mkd,1972,67.12568
mkd,1973,67.47371
mkd,1974,67.77541
mkd,1975,68.02485
mkd,1976,68.2191
mkd,1977,68.36363
mkd,1978,68.47146
mkd,1979,68.55856
mkd,1980,68.65044
mkd,1981,68.77361
mkd,1982,68.944
mkd,1983,69.16905
mkd,1984,69.44663
mkd,1985,69.76366
mkd,1986,70.09495
mkd,1987,70.41295
mkd,1988,70.69763
mkd,1989,70.942
mkd,1990,71.14763
mkd,1991,71.32566
mkd,1992,71.49473
mkd,1993,71.67093
mkd,1994,71.69268
mkd,1995,71.84878
mkd,1996,72.49512
mkd,1997,72.44634
mkd,1998,72.29756
mkd,1999,72.79024
mkd,2000,72.94634
mkd,2001,73.43659
mkd,2002,73.03902
mkd,2003,73.24146
mkd,2004,73.59756
mkd,2005,73.69756
mkd,2006,73.89512
mkd,2007,73.8
mkd,2008,74.4
mkd,2009,74.44634
mkd,2010,74.99756
mkd,2011,75.1
mkd,2012,74.90244
mkd,2013,75.4
mkd,2014,75.45122
mkd,2015,75.40244
mkd,2016,75.4
mkd,2017,75.95366
mkd,2018,76.64878
mkd,2019,76.60244
mkd,2020,75.69317
mli,1960,28.199
mli,1961,28.345
mli,1962,28.535
mli,1963,28.782
mli,1964,29.097
mli,1965,29.489
mli,1966,29.959
mli,1967,30.496
mli,1968,31.086
mli,1969,31.72
mli,1970,32.388
mli,1971,33.078
mli,1972,33.782
mli,1973,34.493
mli,1974,35.205
mli,1975,35.921
mli,1976,36.645
mli,1977,37.385
mli,1978,38.142
mli,1979,38.909
mli,1980,39.677
mli,1981,40.435
mli,1982,41.173
mli,1983,41.879
mli,1984,42.545
mli,1985,43.17
mli,1986,43.759
mli,1987,44.315
