west_and_rest,time,income_mountain_50bracket_shape_for_log
west,1879,"1239,1144,3437,11392,21293,33658,50938,76585,116230,177194,266645,396274,597215,936491,1537917,2589368,4406242,7491082,12170063,18296390,25018016,29964932,32211876,30103530,24963259,18431277,12692374,8401216,5428500,3390029,2051567,1214710,714998,421470,241448,140280,84117,50706,30414,17878,10184,5589,3024,1651,933,511,297,176,104,60"
west,1880,"1530,1442,3564,14480,35568,58242,85743,122995,177257,258208,375969,543530,786964,1159773,1774240,2815309,4573814,7491175,11976331,17772549,24175183,28958413,31518614,30196451,25617485,19352411,13643099,9124773,5921398,3672265,2183898,1265621,729715,424434,241051,137693,81110,48053,28375,16489,9296,5060,2722,1493,849,469,281,164,97,56"
west,1881,"1731,1584,3561,14981,38022,62177,90499,127707,180662,258812,371963,532216,764408,1119800,1705347,2698731,4385924,7184267,11511295,17228163,23807148,28987294,31931918,30899987,26470402,20203419,14361114,9618806,6228666,3848833,2283386,1317909,754351,436657,247374,140408,82449,48809,28836,16792,9486,5176,2779,1519,856,480,292,169,99,59"
west,1882,"1978,1824,3327,12430,33959,57136,83999,118907,168117,240426,345114,493192,707545,1036245,1578740,2509374,4111226,6816204,11096252,16825177,23498107,28923155,32185342,31463567,27328359,21159771,15230970,10255054,6643605,4105210,2425780,1388040,784032,448285,252173,141874,82775,48809,28725,16649,9356,5061,2692,1452,813,462,281,167,97,58"
west,1883,"2199,1953,3225,12159,33632,56684,83234,117498,165388,235292,335784,475841,673405,974401,1482581,2374478,3914477,6487986,10566964,16281873,23244972,29181637,32855395,32393412,28289810,21952721,15789004,10593475,6837143,4206089,2474178,1410352,794632,453650,254421,142471,82775,48666,28589,16573,9319,5055,2689,1460,824,468,283,168,96,58"
west,1884,"2440,2157,3565,13169,35570,59540,87259,123089,173209,246345,350966,494878,694385,994459,1496800,2369408,3864804,6387471,10435566,16207791,23323063,29445951,33303820,32968134,28849468,22403513,16098169,10768819,6921882,4234396,2477844,1407439,790501,449935,251570,140649,81599,47887,28102,16279,9151,4960,2647,1435,815,462,275,164,95,57"
west,1885,"2666,2321,3594,13021,34942,58313,85558,120989,170848,244131,349340,494275,696176,1002854,1518181,2411200,3941358,6523359,10625002,16467701,23699610,29993198,33899517,33452870,29082097,22432150,16035409,10680701,6857298,4193800,2463063,1408132,799197,461262,261006,147508,86404,51125,30226,17616,9976,5458,2960,1624,933,531,321,200,112,64"
west,1886,"3276,3479,4908,13965,36088,60168,88124,123802,172867,243896,344958,483738,679472,985152,1510570,2435571,4008389,6598767,10649788,16372669,23500911,29906035,34026701,33777378,29559665,22960870,16518445,11053565,7117810,4373255,2578680,1478969,841481,487138,276827,156902,91935,54322,32079,18732,10664,5905,3250,1830,1058,619,363,222,135,72"
west,1887,"3499,3688,4635,11134,30872,52780,77756,108991,151271,212217,299453,420742,595823,877550,1374205,2266537,3790945,6265961,10105949,15627044,22707611,29519514,34095745,34498920,30700270,24250773,17628634,11892482,7675440,4733939,2798197,1604005,909180,524200,297541,167375,97383,57350,33776,19725,11261,6244,3432,1930,1120,650,388,238,149,84"
west,1888,"3660,3786,4551,10413,29359,49785,72796,101082,138702,192422,268619,373797,527651,784407,1255893,2128382,3639433,6104573,9950361,15555421,22803212,29981413,34771768,35407821,31452347,24816032,17995839,12066591,7731835,4726267,2777761,1588932,900643,519415,295092,166117,96736,57050,33719,19816,11438,6451,3604,2063,1208,699,418,257,156,89"
west,1889,"4161,4265,5153,10731,31137,54225,80297,112570,155824,217643,305082,425016,596218,869382,1353459,2233018,3723464,6094667,9770670,15124225,22101852,29184401,34107733,35362980,32020200,25778123,19039653,12984180,8379422,5167629,3050212,1744559,983950,562745,318943,177884,102399,59965,35162,20525,11750,6567,3631,2045,1187,694,426,267,165,97"
west,1890,"4569,4606,5339,10272,30124,52343,77131,107473,147892,205866,288019,400453,561108,821035,1291004,2152174,3611915,5958005,9634220,15048955,22121031,29453782,34583753,36052217,32699811,26368480,19480778,13252347,8530330,5237127,3080902,1762644,997097,572892,326106,182856,105705,62084,36542,21417,12343,6961,3881,2211,1291,755,457,283,168,104"
west,1891,"4419,3832,3643,7289,26968,48895,72445,100802,138663,193693,272967,384362,548629,819923,1313147,2216369,3746043,6152482,9789918,15068465,21994942,29337953,34627643,36310521,33194841,26935171,19978906,13651696,8792014,5395455,3157961,1789621,1000330,569310,321832,178984,102520,59742,34939,20371,11674,6562,3647,2086,1225,735,448,281,171,103"
west,1892,"4943,4435,4242,7708,22990,45466,68905,97235,135316,191287,273160,389898,560960,836592,1326236,2206350,3690791,6025975,9552405,14717701,21556169,28957849,34478068,36659182,33865676,27845327,20871174,14433365,9328376,5741564,3342968,1870585,1029800,577989,323709,177934,99960,57320,33165,19237,11039,6244,3525,2040,1217,724,438,267,160,98"
west,1893,"5098,4466,4154,7643,28062,50529,74301,102414,139445,193171,270613,378711,535827,792624,1261278,2119863,3583383,5921149,9522504,14861283,21936756,29785148,35674588,37843803,34678669,28210425,20915865,14163569,9003012,5432643,3118742,1738432,959605,541931,303825,167594,94775,54419,31487,18227,10422,5867,3299,1911,1142,679,416,256,153,97"
west,1894,"5245,4479,4079,7168,24254,42284,61675,84929,115965,161468,226962,317631,451395,679927,1117901,1938164,3349321,5633862,9205411,14591581,21855203,30170345,36369979,38890806,35717306,29030963,21464682,14427753,9102351,5455505,3134311,1762273,985684,562965,319614,178438,102369,59737,35024,20498,11796,6650,3711,2120,1241,728,437,266,158,98"
west,1895,"5877,5185,4761,7553,25431,49414,74206,103615,142332,198789,281147,396450,561145,821204,1279614,2104587,3505577,5727799,9144892,14256279,21130516,29076419,35103332,38180670,35839431,30043810,22824270,15847248,10132718,6140907,3520180,1949250,1065092,592968,331017,180122,100474,57513,33131,19093,10825,6006,3282,1842,1067,631,385,237,141,88"
west,1896,"6076,5249,4701,6711,25693,47680,71201,99378,136568,190661,268893,376369,527347,765534,1192276,1971073,3298929,5449614,8821571,13957436,20922919,29256137,35779114,39157058,36945129,30960389,23475810,16182965,10262955,6148606,3495034,1929046,1055331,589077,329663,179457,100119,57353,33031,19020,10746,5907,3179,1748,1003,579,355,218,135,81"
west,1897,"6691,5945,5514,8667,24444,48746,74377,105545,147461,209348,300597,427608,603002,867305,1310113,2086460,3399077,5479927,8733682,13717660,20532238,28707191,35207793,38973860,37248185,31696424,24345748,17105945,10988478,6659216,3798602,2083752,1125346,617785,342416,183937,100921,57337,32795,18783,10551,5754,3056,1652,936,529,321,195,119,70"
west,1898,"7030,6192,6021,8540,22486,45580,69842,99128,138039,195021,278132,391250,543420,768574,1150552,1845410,3044588,4970614,8075418,13000164,19877671,28340746,35381078,39631935,38501624,33246985,25770336,18171930,11625517,6973892,3925919,2127954,1137390,618076,340668,182082,99046,55855,31747,18088,10117,5490,2887,1523,849,463,276,170,95,60"
west,1899,"8131,7968,8851,12457,22432,43751,67319,95861,133670,188781,269697,380947,531917,755890,1130743,1798362,2935758,4767103,7731946,12444551,18988035,27167135,34464422,39232910,39020965,34468343,27324201,19716397,12855567,7835425,4476518,2443779,1304992,701001,386644,207871,112278,63071,35817,20378,11396,6177,3245,1713,938,526,307,184,112,70"
west,1900,"8810,8680,9498,13318,22434,41072,62641,89638,126479,181467,263661,377827,532217,757355,1127277,1785310,2903627,4687195,7560356,12164756,18670651,26936358,34551063,39653674,39796248,35394455,28204495,20396636,13331591,8105229,4602934,2491295,1321466,705751,386848,206814,111168,62257,35248,19962,11103,5987,3135,1655,909,512,297,182,113,66"
west,1901,"9550,9664,10467,14196,20947,37214,57382,82712,117252,168972,247560,358812,510699,730428,1091061,1738002,2829366,4584818,7459212,12139305,18743811,27170035,34533912,39612483,39779203,35655151,28750882,21116826,14109906,8740953,5055296,2766607,1463599,770618,417298,222043,117024,64279,36053,20252,11212,6025,3144,1646,905,502,288,174,105,61"
west,1902,"9470,9413,9751,12958,19745,35874,55717,80179,112588,160960,235847,342065,483069,680246,1001051,1597345,2665955,4421893,7334738,12104143,18817071,27380819,34916391,40136086,40517231,36448675,29427839,21634486,14437060,8922954,5146485,2809853,1486215,782799,424085,225385,119039,65739,36947,20731,11445,6137,3183,1658,905,500,287,178,101,64"
west,1903,"10033,10032,10267,12817,17645,30612,47270,67843,94874,135732,200752,295249,425100,615892,935609,1532157,2603266,4338981,7127909,11695950,18233014,26724526,34722008,40386763,41340928,37577409,30613631,22658714,15286347,9486320,5472250,2978231,1570244,822937,442662,234984,123245,67431,37773,21163,11668,6257,3272,1723,941,518,306,189,108,61"
west,1904,"10350,10200,10130,12245,17205,31452,48908,69819,96590,136775,201522,296846,430242,631659,972043,1597597,2707291,4471036,7212659,11660847,18090419,26509570,34891448,40921495,42056170,38368213,31346991,23174328,15566940,9613440,5504664,2971674,1560637,819707,442721,234560,123288,67730,37955,21291,11799,6384,3382,1802,997,559,327,200,116,67"
west,1905,"10916,10907,10782,12552,16178,26468,40200,57220,79273,113145,170044,257251,383421,576951,904251,1509127,2593569,4338985,7013875,11339351,17678839,26047533,34533726,40833838,42527938,39339235,32512343,24289728,16555241,10326472,5970906,3247870,1711913,896289,482762,257736,135499,74442,41986,23617,13115,7121,3781,2015,1114,628,362,218,129,81"
west,1906,"11540,11854,11895,14050,17494,25290,37647,53080,72728,102464,153604,234926,355704,541949,852405,1420374,2453288,4148711,6744033,10916893,17186733,25562477,34200712,40485633,42519827,39911183,33491501,25516890,17860844,11457341,6763427,3721392,1971411,1030277,550134,296524,155905,84484,47620,26810,14908,8136,4343,2332,1288,716,410,250,148,86"
west,1907,"12036,12305,12145,13994,17068,24506,36404,51245,69882,97825,146275,223822,338598,514727,810346,1354014,2349649,4007731,6536335,10544850,16640660,24902773,33976718,40803836,43407211,41141861,34800751,26594885,18623999,11925727,7020211,3846081,2031827,1060959,567811,307383,161933,87846,49637,28068,15703,8632,4651,2513,1390,776,445,266,159,91"
west,1908,"12503,12342,11736,13151,16525,28097,42966,60101,80646,110882,162288,241411,352796,521054,811890,1355197,2337549,3981222,6498877,10527084,16687486,25160745,34786375,42606834,45276491,42449709,35487050,26595427,18114381,11256486,6447592,3464627,1812303,948299,513041,274687,144426,79489,45031,25495,14314,7923,4317,2363,1332,746,431,260,154,88"
west,1909,"13075,13118,12485,13558,15801,22571,33621,47170,64023,89589,135122,208458,315670,478098,754679,1274874,2233094,3871204,6367348,10294365,16338944,24703625,34310847,42023757,45114657,42908102,36432822,27772772,19385284,12353699,7226745,3931973,2061389,1069852,570911,307857,161343,87535,49692,28238,15882,8803,4810,2623,1464,813,461,274,163,92"
west,1910,"13493,13093,11858,11587,12450,18205,27731,39452,53760,75877,117347,185360,281620,421824,661207,1136080,2055544,3662755,6200371,10198697,16198998,24539764,34132236,42127564,45681233,43876054,37489323,28682205,20002417,12706501,7395600,3995633,2080438,1073780,570499,304689,158396,86287,49159,27875,15595,8590,4650,2504,1389,764,434,264,156,88"
west,1911,"14038,13686,12456,11821,12167,16987,25970,37462,51688,72749,111436,175542,266821,395228,607050,1029591,1854872,3322171,5718176,9535016,15417576,23647653,33556031,42035136,46362025,45129689,38979241,30024238,20960918,13316487,7749101,4179629,2171072,1117652,594009,319557,166491,90149,51276,29159,16392,9088,4957,2695,1497,815,472,277,161,95"
west,1912,"14623,14418,13208,12506,12669,16866,25674,37157,51635,72996,111493,174842,265060,390485,592323,994766,1794174,3222907,5562316,9286974,15073619,23134221,33010392,41749678,46522475,45675453,39801558,30984558,21738692,13917136,8128892,4377499,2265888,1162015,615570,334108,174594,93479,52823,29989,16822,9332,5106,2777,1544,845,486,281,163,98"
west,1913,"15188,15074,13915,13251,13649,17798,26424,37555,51879,72408,107728,166234,252831,379355,593999,1030856,1874924,3316905,5644161,9157964,14559950,22275081,32089104,41242909,46754390,46339012,40629638,31856336,22460751,14440768,8458480,4554798,2351223,1201221,633518,343550,178926,95248,53666,30373,17010,9426,5154,2813,1541,855,489,283,165,100"
west,1914,"15612,14881,13189,11900,12538,20031,31189,44905,61344,84858,126046,190669,277764,399410,616253,1071137,1964659,3494041,5973830,10067101,16324345,25305018,35723989,44150465,48013321,46019312,38665111,29168829,19955833,12430875,7106002,3796867,1955996,999232,535597,284924,146356,79784,45453,25859,14588,8125,4441,2400,1314,712,413,236,142,83"
west,1915,"16238,15495,13762,12542,13263,20758,31888,45770,62905,87123,127561,191294,283182,419728,667061,1186945,2157487,3765647,6410907,10680044,17009519,26000625,35922110,43773849,47429127,45546688,38316096,29076670,20066531,12546997,7207815,3871655,1997093,1018338,545412,290601,148592,80851,46220,26343,14893,8297,4499,2401,1296,699,401,235,142,87"
west,1916,"16984,16950,15747,14629,14654,18326,26697,38457,53834,74434,108807,168557,262142,404787,656573,1151746,2035491,3552668,5983995,9876671,15951939,24878012,35019305,42991233,46933612,45685627,39098749,30383194,21688932,14114273,8377262,4578217,2369633,1197500,627713,339381,174270,91635,51708,29325,16422,9078,4931,2643,1429,775,444,258,156,95"
west,1917,"17653,17382,16006,15055,15442,20634,30470,43934,60078,81369,120216,191318,301459,471706,776561,1330401,2284722,3871364,6339147,10313570,16517631,25716049,35792796,43731367,47298021,45555721,38674019,29864170,21199247,13610162,7957023,4294512,2203438,1109283,582501,309568,156278,83370,47573,26967,15053,8298,4476,2382,1288,699,403,238,143,90"
west,1918,"18375,18420,17114,16230,17075,22211,32249,44119,56500,75414,115066,183727,281358,428074,680492,1183167,2178937,3933023,6736146,11237107,18252866,27901064,37294177,43782102,45950769,43517722,36938459,29108358,21253200,14046724,8389201,4568810,2340865,1163521,591495,311811,157900,82479,46404,26088,14480,7922,4230,2230,1203,651,380,221,137,87"
west,1919,"19035,19161,17960,17094,17297,21057,29480,40924,54817,75565,114864,180504,274072,411884,663293,1183677,2185851,3901514,6800978,11570210,18868669,29604392,38966667,45756498,46920322,43195256,35707879,27813121,20198811,13476261,8124264,4435896,2251056,1110906,563994,296995,149331,76532,42474,23704,13070,7115,3821,2072,1136,627,370,225,127,79"
west,1920,"19706,19689,18176,16707,16153,19684,28250,39924,54622,76749,116734,180344,265377,381303,588484,1034445,1916420,3435956,6003875,10433271,17445666,27878792,38752296,47082162,48919537,45349057,37713906,28892130,20629940,13543762,8023054,4322159,2179199,1073730,551470,292810,146112,74462,41304,22977,12569,6823,3685,2010,1115,626,370,218,129,78"
west,1921,"20331,19866,17904,16045,15454,19802,28905,41517,57086,80919,124476,191944,276578,385985,582596,1015925,1874562,3359371,5859231,10177198,17143751,27114351,38718631,47644112,50247271,46751357,39081747,29624253,20807496,13265442,7651060,4034838,2008666,981300,503281,263363,129560,66362,36580,20260,11150,6068,3270,1791,995,562,333,199,118,72"
west,1922,"20817,20515,18572,16234,14913,17719,25411,36557,50768,71470,109585,171577,251623,347658,501754,843190,1568511,2857742,5050460,8768034,14946989,24112126,35783390,46149432,51176787,49454824,42396789,32768662,23088170,14853926,8608419,4536427,2262943,1104702,564569,300790,149844,75839,41694,23132,12653,6875,3700,2008,1108,628,361,221,128,80"
west,1923,"21334,21805,20444,18226,16594,17231,21307,29425,40495,56171,86243,140237,215065,305353,448816,757440,1416364,2655838,4922660,8923214,15652742,26193736,37629464,47095721,50504072,48062144,40611408,31794516,23112439,15630095,9525670,5211592,2622640,1262558,624045,332482,168527,81896,44026,24513,13367,7254,3914,2139,1179,666,384,228,135,79"
west,1924,"22018,22554,21176,18716,16746,16977,20551,28135,39086,55174,85802,140685,217754,313595,458800,760535,1400736,2567350,4582904,7935580,13662634,22723244,34478261,45215573,51068201,50660330,44233578,35041925,25389648,17007880,10264603,5561958,2793072,1340866,657350,351610,180289,87645,46622,25841,14038,7547,4064,2206,1227,688,400,236,139,81"
west,1925,"22679,23179,21680,18974,16664,16605,20310,28465,39575,54639,82692,135560,211993,303670,432975,698996,1281632,2366666,4259933,7319552,12558716,20957441,32581332,44102785,51629867,52285376,46558809,37305903,27017071,18029257,10837317,5832675,2915243,1397632,682362,363966,185760,89666,47642,26509,14446,7769,4192,2275,1265,709,412,238,139,83"
west,1926,"23293,24258,23111,20455,17767,17474,21283,31283,44213,61062,90325,143400,220171,314491,448810,719319,1305824,2394866,4296284,7331746,12467604,20752722,32245410,44135747,51345033,52094650,46721824,37794904,27762794,18926605,11640974,6367620,3203650,1536883,741521,392737,203679,97238,50506,27913,15017,7913,4185,2246,1238,688,391,221,129,77"
