main_religion_2008,time,income_mountain_50bracket_shape_for_log
christian,2081,"1175,1637,2339,3414,7291,23807,43662,72045,117957,182476,281859,445767,719591,1187988,1998688,3423284,5830245,9949723,17413215,30198971,50628271,82070518,127035070,178845425,224647046,254277442,275110457,283769011,284575212,263665475,242288475,223443377,205073442,193030612,189551620,186584507,169680063,136451859,97329711,62767851,37013113,20071684,10443164,5332287,2689026,1413973,819943,429017,163187,57733"
christian,2082,"1134,1579,2251,3275,6465,21603,40304,66808,110786,172674,267437,423945,685106,1131942,1906080,3266406,5581350,9533323,16717245,29131967,49115421,79825154,124292580,176330353,223510120,254372949,275914719,285112580,287110805,266735635,244801621,225693556,206895815,194005075,189639157,186871424,171096115,138695686,99717921,64757802,38384493,20924909,10922128,5577512,2810165,1465597,846780,450837,174903,61147"
christian,2083,"1096,1523,2169,3144,6014,20310,38968,64547,107560,168158,260032,411346,662835,1092000,1835114,3139893,5378187,9195117,16148120,28242262,47835991,77894139,121762207,173904721,222379564,254433891,276285050,285882725,288823584,269289242,246748569,227144297,207932825,194541165,189751944,187572284,173110530,141628316,102657000,67073382,40046266,21948573,11491147,5874867,2963657,1535377,882120,477455,189888,65976"
christian,2084,"1060,1467,2088,3022,5445,18912,37471,62134,103988,163011,251852,397831,639717,1051298,1763299,3012947,5178449,8874700,15609194,27391573,46693369,76269598,119539762,171504247,221055256,254352406,276427281,286602831,290279024,271979494,249046286,229127030,209453231,195190708,189485444,187667103,174527973,144158572,105458614,69402190,41765696,23028473,12101043,6197149,3129882,1612036,920174,505427,206624,71681"
christian,2085,"1022,1415,2009,2901,4921,17641,36147,60078,100893,158582,244733,385906,619200,1015205,1699106,2897187,4990784,8567626,15085307,26556694,45531404,74628946,117301985,169116492,219480927,253932259,276204812,287012330,291140196,274118028,250832019,230771797,210992983,195979153,189381613,187767161,175979096,147067887,108804096,72240117,43904663,24403509,12874645,6624572,3362411,1725122,975082,542140,229251,80759"
christian,2086,"988,1366,1934,2789,4473,15310,31254,52463,90013,144174,225313,358988,580846,958131,1610330,2753181,4768907,8224363,14520885,25661961,44269651,72914782,114938557,166602080,217726877,253545078,276172673,287686825,292130640,276521310,252899867,232704844,212935986,197352539,189918118,188215640,177346981,149480441,111487600,74534589,45624464,25523896,13506088,6960519,3540803,1811545,1017365,572261,248649,87733"
christian,2087,"954,1316,1861,2682,4538,14975,30334,50628,86378,138873,216885,345117,558311,921281,1549185,2648971,4597412,7936032,14006490,24820245,42994601,71134598,112503251,164059818,215789677,253128466,276223945,288497336,293037965,278938579,255011792,234567680,214779940,198635856,190447576,188519299,178629091,151934562,114282792,76930463,47362062,26607356,14080675,7249960,3684991,1874558,1043303,591829,262736,91893"
christian,2088,"922,1269,1791,2575,4397,14275,29783,49756,84177,135644,211486,335465,541670,892281,1497866,2556580,4438304,7665607,13520472,24017525,41756831,69417095,110082818,161463128,213737769,252539145,276134052,289395107,294183802,281738891,257415691,236555943,216583561,199680193,190575162,188241843,179337052,154025118,116979756,79441476,49311025,27946230,14858806,7673066,3909851,1984543,1094626,624939,284658,100020"
christian,2089,"892,1224,1721,2477,4095,12458,25589,43115,74151,122530,193937,310901,506670,840349,1417203,2425756,4227112,7331544,12960173,23113516,40378474,67569286,107544824,158773967,211667452,252033307,276244378,290205545,294799432,284009798,259621206,238490856,218449224,201012621,191286358,188720038,180699403,156526566,119783615,81776615,50924424,28992520,15456935,8015777,4110845,2092408,1146598,658715,308549,109985"
christian,2090,"860,1177,1659,2380,3864,11070,22778,38698,67142,113332,181427,292559,479279,797633,1348125,2310814,4037079,7028651,12447547,22283863,39105912,65847706,105111951,156089915,209312104,251069241,276048574,290954341,295714438,286702133,262168174,240597823,220479108,202550049,192106813,188923915,181556500,158363090,122117585,83980089,52656454,30201389,16204448,8443129,4342988,2210929,1202867,693928,333165,120529"
christian,2091,"833,1137,1594,2286,3799,11583,23875,40124,67897,113710,180609,288761,470506,779948,1314283,2248236,3922523,6828531,12058792,21581217,37919577,64213672,102861991,153545105,207096311,250179284,275644709,291157892,295951222,288678739,264194686,242229178,222128492,203841746,192824748,189253092,182695886,160646950,124929774,86597073,54650675,31560905,17005600,8891922,4586048,2334685,1259811,728350,358592,132682"
christian,2092,"804,1097,1536,2199,3624,11326,24031,40363,67193,112193,177691,282717,459417,759754,1277216,2180976,3802451,6628582,11686076,20897899,36719370,62475474,100561575,150959878,204939054,249417739,275570933,291491682,296270249,290761480,266757144,244504197,224226939,205179582,193191490,188925143,183058184,162341135,127421140,89095047,56631756,32990818,17883553,9382746,4847841,2470033,1323428,765352,384670,144338"
christian,2093,"776,1056,1476,2113,3373,10504,23205,39126,64703,108649,172507,273966,444647,734095,1232148,2101798,3662801,6395504,11266351,20146578,35414171,60494050,97897634,147964196,202352172,248248373,275438672,291895260,296821322,292827670,269271960,246626714,226103671,206491496,193748400,188927994,183804742,164378275,130227981,91836967,58775559,34501480,18791528,9885126,5113308,2606961,1386463,800586,410606,157140"
christian,2094,"752,1020,1422,2030,3161,10169,23222,39173,64047,107294,169956,268519,434131,714451,1196636,2038128,3547559,6199437,10906972,19508010,34329654,58809307,95545045,145207008,199862395,246981001,275295988,292315859,297398754,294791928,271615742,248280002,227406920,207360814,193978857,188692779,184347625,166327397,133098108,94763284,61128498,36184233,19823462,10467557,5426512,2771638,1465101,843764,441081,172728"
christian,2095,"724,982,1368,1952,2954,9572,22769,38550,62523,104719,165813,261028,420875,690942,1155201,1964975,3414931,5972230,10498162,18788079,33149691,56966244,92950997,142125475,197066988,245556647,275167298,292628754,297820547,296052108,273287795,249495171,228485874,208258189,194574414,188937260,185467716,168831240,136439978,98076618,63758976,38037905,20956951,11096660,5758761,2942812,1544248,884675,470092,188400"
christian,2096,"702,948,1316,1876,2789,8883,21852,37377,60359,101377,160887,252741,406687,666202,1112443,1891039,3283896,5751788,10105256,18079799,31951900,55076178,90384571,139073072,194299148,244002084,274944464,292890749,298721705,297887270,275800268,251485893,230241091,209764661,195421296,188942678,185722821,170181442,138708657,100677742,66122231,39882416,22094270,11732562,6097450,3125087,1632503,929969,501269,205960"
christian,2097,"676,913,1266,1801,2650,8243,21332,36776,58939,98923,157074,246015,394684,644817,1074073,1821524,3155081,5531928,9726143,17436835,30968273,53640798,88362086,136661456,191934406,242321957,274300176,292506448,298888159,298884153,278003906,253319693,231865280,211294800,196614793,189593716,186663175,172122679,141180003,103068207,68062753,41242384,22946473,12210863,6344353,3250546,1687820,955783,521233,217811"
christian,2098,"653,881,1218,1730,2527,7388,20442,35651,56986,95706,152428,238439,381697,622281,1034464,1750801,3025017,5306711,9330476,16736093,29818638,51860511,85901841,133627488,189038055,240426820,273720175,292179692,298975917,299403833,279866729,255052133,233711370,213222906,198090419,190183879,187181622,173865962,143951589,106075041,70597285,43093765,24130657,12888252,6708422,3438609,1773321,994485,547271,233479"
christian,2099,"634,849,1172,1662,2417,6753,19759,34933,55669,93189,148631,232019,370428,602654,1000330,1691018,2918764,5132179,9040062,16216676,28960493,50504309,83972086,131031348,186358346,238378858,272937197,291559816,298867224,299731488,281933348,257201024,235960981,215484350,199645308,190813092,187476431,175050375,146134761,108467711,72657873,44659408,25161160,13482904,7032699,3613417,1859160,1036655,576780,252393"
christian,2100,"610,819,1128,1597,2315,6627,19843,35330,56253,93344,148419,230235,365027,590726,976498,1644719,2828630,4965182,8726998,15610627,27898950,48747878,81499661,127874135,183380991,236405743,272667422,291874909,299774949,300731392,284162566,258733583,236853043,215942792,199469220,190393424,187569806,176838923,149384437,111994279,75643105,46861511,26561501,14256207,7454931,3844405,1974294,1090981,611316,274739"
eastern_religions,1800,"20289,28128,39842,61083,102756,187018,361288,739335,1580467,3336664,6729338,12854927,22931005,37113066,54020382,68653889,78651147,80569091,71320828,54732650,36095985,21541252,12395851,7021952,3916573,2221257,1279245,749360,452018,280765,178426,114387,72795,45493,27763,16487,9573,5450,3073,1693,906,472,237,102,42,15,7,0,0,0"
eastern_religions,1801,"20454,28348,40170,61606,103691,188745,364685,746459,1595755,3367885,6789208,12964101,23114151,37375822,54341611,68984898,78960160,80795776,71448949,54784814,36102482,21538394,12394272,7021301,3916490,2221560,1279688,749748,452314,280976,178577,114489,72856,45532,27783,16507,9577,5458,3076,1697,908,473,237,102,42,15,7,0,0,0"
eastern_religions,1802,"20629,28589,40536,62244,104857,190986,369241,756118,1616618,3410031,6869311,13107590,23342910,37707673,54749201,69397805,79344763,81049879,71526826,54727212,36001893,21464388,12349322,6995161,3901679,2213260,1275014,747011,450655,279941,177912,114045,72551,45329,27647,16423,9534,5429,3060,1685,905,473,234,101,41,15,7,0,0,0"
eastern_religions,1803,"20810,28835,40916,62892,106058,193307,373957,766147,1638244,3453546,6951762,13255103,23576385,38043128,55156052,69808519,79726899,81299277,71603595,54670895,35904107,21393401,12306211,6970048,3887422,2205267,1270490,744341,449034,278920,177244,113603,72244,45121,27518,16343,9484,5397,3048,1679,901,472,231,99,40,14,7,0,0,0"
eastern_religions,1804,"20990,29082,41299,63557,107279,195639,378720,776263,1660041,3497399,7034843,13403704,23811563,38381049,55565604,70222017,80111532,81550150,71680842,54614755,35806518,21322623,12263289,6945059,3873245,2197319,1265984,741689,447420,277903,176589,113167,71946,44920,27387,16259,9441,5377,3035,1670,898,466,230,98,39,14,7,0,0,0"
eastern_religions,1805,"21172,29333,41686,64230,108523,198049,383614,786689,1682416,3542339,7119780,13554778,24049599,38724432,55977127,70638362,80495850,81795028,71749699,54556101,35712999,21255858,12223123,6921822,3860069,2189961,1261822,739222,445909,276959,175970,112752,71659,44735,27264,16186,9392,5346,3019,1661,891,464,230,98,39,14,6,0,0,0"
eastern_religions,1806,"21353,29589,42083,64909,109777,200462,388540,797180,1704952,3587594,7205283,13706885,24289307,39070157,56391410,71057491,80882782,82041700,71819418,54497713,35619505,21189134,12183011,6898645,3846937,2182621,1257665,736770,444400,276012,175361,112342,71381,44543,27141,16111,9346,5327,3007,1659,888,463,230,98,39,14,6,0,0,0"
eastern_religions,1807,"21537,29850,42476,65595,111047,202905,393507,807748,1727638,3633156,7291365,13860027,24530677,39418227,56808440,71479402,81272364,82290189,71889995,54439602,35526017,21122434,12142966,6875513,3833831,2175299,1253528,734322,442901,275066,174743,111925,71093,44355,27023,16038,9305,5304,2995,1652,885,458,230,97,39,14,6,0,0,0"
eastern_religions,1808,"21722,30101,42873,66285,112323,205358,398509,818386,1750469,3678995,7377986,14014122,24773547,39768371,57227876,71903827,81664496,82540556,71961576,54381960,35432774,21056012,12103157,6852555,3820831,2168047,1249418,731885,441410,274123,174127,111516,70812,44164,26900,15961,9260,5279,2984,1645,881,456,230,98,38,14,6,0,0,0"
eastern_religions,1809,"21909,30360,43280,66981,113602,207836,403550,829108,1773468,3725176,7465239,14169354,25018273,40121189,57650462,72331348,82059366,82792658,72033862,54324374,35339276,20989365,12063226,6829531,3807792,2160775,1245298,729442,439906,273183,173513,111104,70535,43977,26778,15887,9221,5258,2965,1638,876,455,227,97,37,14,6,0,0,0"
eastern_religions,1810,"22159,30706,43803,67848,115176,210821,409548,841781,1800606,3779998,7569657,14356671,25320076,40565649,58198506,72910045,82613729,83191420,72222028,54349469,35298649,20952448,12039312,6814958,3799098,2155729,1242342,727630,438752,272435,173023,110755,70291,43815,26678,15824,9182,5233,2955,1633,876,453,226,95,36,13,6,0,0,0"
eastern_religions,1811,"22399,31038,44300,68681,116664,213636,415198,853679,1825959,3831182,7667245,14531255,25601327,40986269,58723570,73477268,83167190,83604082,72432377,54400394,35282530,20931311,12024264,6805222,3792963,2152004,1240046,726151,437777,271785,172582,110452,70079,43666,26576,15761,9144,5220,2948,1628,874,450,225,94,36,13,5,0,0,0"
eastern_religions,1812,"22659,31401,44845,69569,118249,216625,421167,866230,1852691,3885276,7770651,14716944,25902689,41438757,59292974,74097695,83777468,84070459,72687010,54483625,35286735,20921638,12015467,6798840,3788579,2149215,1238253,724960,436963,271234,172200,110179,69885,43531,26488,15710,9118,5197,2937,1623,869,447,226,94,36,13,5,0,0,0"
eastern_religions,1813,"22950,31794,45432,70540,119976,219890,427767,880438,1884130,3951516,7900869,14953203,26288349,42042181,60126402,74921106,84336972,84278313,72697267,54504793,35312497,20959623,12051160,6824883,3806684,2162314,1248020,732268,442433,275315,175184,112315,71387,44576,27202,16182,9419,5391,3057,1705,917,476,245,103,41,15,7,0,0,0"
eastern_religions,1814,"23238,32193,46027,71520,121716,223158,434292,894195,1913411,4010740,8014090,15156891,26618940,42538039,60749747,75598443,85007165,84797669,73001952,54624258,35339823,20963623,12049673,6822324,3804304,2160572,1246779,731358,441771,274855,174856,112071,71205,44448,27120,16131,9385,5376,3054,1695,915,479,240,102,40,14,7,0,0,0"
eastern_religions,1815,"23529,32601,46636,72506,123482,226473,440912,908118,1943067,4070724,8128768,15363238,26953914,43040271,61381103,76284600,85686326,85324572,73312085,54747143,35369042,20968736,12048857,6820164,3802157,2158968,1245617,730500,441143,274407,174533,111838,71027,44324,27039,16078,9359,5356,3041,1689,911,478,238,100,40,14,7,0,0,0"
