g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
others,1833,"21325,29649,40960,58370,84317,127967,204832,345682,604472,1073422,1880359,3106181,4686829,6399773,7717463,8433943,8595807,8225116,7384423,6103027,4579303,3142524,2030226,1281695,812007,524838,348779,235346,160366,109440,74827,51308,35201,24046,16287,10906,7178,4617,2907,1792,1078,641,372,208,112,58,28,14,7,2"
others,1834,"22095,30661,42305,61558,88835,133920,211736,352138,607271,1066964,1858054,3064695,4635800,6375901,7741117,8506471,8696042,8324785,7481664,6199212,4671592,3220811,2086974,1317405,831983,534502,352742,236584,160342,108940,74215,50737,34718,23663,15981,10670,7003,4489,2817,1730,1041,613,354,197,108,54,27,13,7,2"
others,1835,"22178,30794,42435,61757,88990,133886,211145,350355,602938,1058316,1844323,3049157,4620026,6378053,7795863,8607013,8812069,8438998,7579941,6276627,4728535,3260214,2112836,1333890,842499,541463,357639,240238,163094,111038,75785,51908,35584,24304,16446,11006,7239,4654,2929,1803,1087,643,371,209,114,58,29,14,7,2"
others,1836,"22188,30800,42372,61704,88822,133359,209590,346359,594232,1042307,1819482,3016688,4593108,6386014,7868120,8728308,8944849,8568139,7689805,6357164,4778455,3288807,2129248,1344644,850682,548138,363320,244935,166938,114082,78135,53702,36928,25311,17188,11541,7615,4907,3097,1910,1154,685,398,223,121,61,31,15,8,3"
others,1837,"21977,30610,42190,61541,88665,132944,208244,342814,586310,1028490,1801859,3006362,4595944,6400210,7928069,8828418,9040518,8664124,7780834,6434491,4841819,3337771,2163490,1367328,865004,557222,369178,248913,169642,115966,79416,54577,37529,25718,17462,11729,7742,4996,3152,1945,1179,700,407,229,126,65,32,16,8,3"
others,1838,"21763,30295,41709,62217,89910,134334,208722,340635,578852,1012913,1778234,2983342,4585546,6404033,7968935,8894716,9107353,8754520,7885843,6534576,4931683,3412250,2218687,1403894,887219,569697,375951,252548,171545,116939,79900,54790,37598,25713,17415,11662,7671,4929,3100,1911,1154,685,399,225,126,64,33,16,8,3"
others,1839,"21120,29419,40498,60396,87361,130467,202743,331210,564006,990339,1747301,2952425,4581652,6452927,8055555,8976516,9173427,8833585,7981183,6630145,5017275,3480292,2266540,1434785,906380,581216,382975,256913,174263,118652,80977,55463,38025,25977,17568,11755,7724,4958,3117,1920,1157,688,401,226,126,66,33,16,9,3"
others,1840,"20837,28920,39621,58797,84742,125928,194833,317315,539913,951185,1693221,2903167,4567590,6489469,8153771,9119755,9310930,8941042,8072624,6711151,5086402,3534501,2304425,1459298,921688,590608,388933,260847,176920,120466,82221,56311,38616,26389,17852,11955,7856,5046,3176,1957,1182,700,409,231,130,67,34,17,9,3"
others,1841,"20412,28339,38825,57590,83113,123488,191065,311495,530784,936628,1670770,2879197,4558321,6504204,8214565,9223153,9422245,9039848,8164835,6795413,5159521,3593252,2345885,1486122,938614,601217,395770,265397,179994,122575,83664,57308,39301,26865,18178,12175,8006,5145,3239,1997,1207,716,418,235,131,68,34,17,9,3"
others,1842,"19498,27110,37138,56478,82135,121994,188007,305121,518297,914136,1636189,2841526,4529666,6507376,8289751,9360754,9563831,9123267,8212680,6861820,5243078,3671909,2407691,1531126,968046,617035,401892,266489,179319,121821,83456,57563,39864,27505,18772,12662,8380,5417,3423,2116,1280,760,443,250,139,72,36,18,9,3"
others,1843,"18605,25785,35230,53607,78166,116135,179229,291638,497524,882424,1590697,2788997,4488368,6493001,8334804,9491195,9740214,9279358,8322479,6951805,5317823,3728544,2448468,1561013,989741,631873,411144,272138,182893,124391,85558,59350,41412,28782,19780,13424,8925,5797,3681,2283,1384,820,476,268,147,76,38,19,10,3"
others,1844,"18120,25055,34149,53132,78148,116026,178208,288152,488953,864294,1558406,2745892,4451479,6472547,8365250,9607237,9891348,9401102,8399308,7021029,5395405,3805763,2511371,1606810,1020245,650655,421685,277965,186144,126452,87082,60545,42364,29526,20304,13764,9132,5914,3743,2311,1395,821,471,263,144,73,36,18,9,4"
others,1845,"17879,24732,33715,52350,77199,114494,175588,283511,480679,849508,1533454,2712858,4428403,6470864,8410551,9708410,10020856,9521348,8486628,7103346,5479208,3876297,2562712,1644039,1045914,665918,428866,280297,186354,126192,87040,60811,42880,30123,20888,14264,9532,6221,3964,2466,1495,884,509,284,155,79,39,20,10,4"
others,1846,"17905,24648,33440,51577,75973,112268,171537,275967,466541,823442,1490158,2657813,4392836,6467783,8453892,9847180,10202379,9676267,8598615,7186294,5545283,3927825,2598458,1667603,1061626,676829,436598,285940,190451,129211,89261,62451,44090,31006,21513,14695,9817,6407,4081,2540,1537,910,523,293,160,81,40,20,10,4"
others,1847,"17721,24275,32615,51199,76261,112588,170997,272748,457114,801234,1444948,2585946,4306231,6381272,8391694,9925677,10440388,9956943,8811407,7324533,5640101,3994875,2640397,1689644,1069770,676919,432633,280650,185009,124425,85298,59289,41674,29277,20331,13929,9346,6131,3933,2461,1500,891,513,286,155,78,38,19,9,3"
others,1848,"18073,24890,33378,53099,79916,117923,178137,281932,468633,814422,1457316,2595748,4313532,6377393,8377281,9925031,10473961,10041430,8937105,7462590,5768313,4095178,2709038,1729623,1087691,681029,429760,274944,178722,118613,80375,55326,38642,27105,18850,12970,8758,5792,3742,2361,1452,867,503,281,152,77,37,18,9,2"
others,1849,"18085,24944,33464,52986,79961,117874,177770,280730,465538,807302,1443366,2575906,4298159,6378847,8406123,9996964,10586325,10169704,9057337,7569546,5857799,4163585,2757162,1759204,1104029,689016,433226,276120,178891,118416,80024,54987,38346,26880,18695,12878,8708,5774,3741,2367,1457,874,508,287,154,79,38,19,8,3"
others,1850,"17574,24267,32591,53108,81084,119948,180846,284930,471052,813271,1448309,2579680,4307062,6401972,8442332,10042106,10649209,10245272,9134052,7647274,5934875,4236118,2821295,1807476,1136203,708868,444878,282861,182780,120753,81479,55929,38974,27306,18989,13068,8835,5850,3788,2392,1474,878,508,285,154,80,38,19,9,3"
others,1851,"17539,24320,32809,53196,81442,120278,180882,283997,467921,805194,1430689,2549057,4273538,6387253,8458268,10105470,10762914,10380500,9272099,7771044,6033891,4307522,2869635,1838023,1154609,719530,451089,286498,185011,122178,82424,56571,39434,27632,19225,13241,8957,5940,3850,2438,1503,899,521,295,161,83,41,21,10,3"
others,1852,"17028,23763,32221,53593,82967,122655,183718,286617,469189,802478,1420843,2532286,4265843,6405958,8506746,10181320,10841322,10445684,9337377,7845560,6114989,4386528,2941613,1894827,1193915,744626,466236,295207,189719,124656,83588,57054,39585,27620,19128,13108,8826,5813,3745,2353,1437,851,487,274,146,74,35,17,8,3"
others,1853,"16875,23667,32262,53351,82809,122095,182260,283310,462486,789498,1397513,2497704,4234653,6397114,8527363,10250843,10965764,10598499,9484527,7967718,6211202,4455822,2986923,1922799,1210428,753868,471292,297939,191134,125430,83954,57238,39681,27673,19173,13158,8873,5857,3785,2384,1460,870,503,282,154,77,38,19,9,3"
others,1854,"16761,23607,32216,52934,82460,121356,180634,279866,455928,777485,1377648,2469503,4212484,6401543,8564655,10316347,11055233,10706868,9596960,8072932,6304632,4537266,3051980,1970002,1242369,774164,483814,305426,195560,127980,85382,57997,40080,27858,19250,13171,8851,5821,3744,2351,1433,851,490,275,148,76,36,18,8,3"
others,1855,"18171,26418,36430,59402,91683,133081,194630,295431,471631,790255,1382617,2463447,4206079,6414925,8590871,10343570,11070386,10704518,9613592,8144374,6420522,4663884,3164472,2055235,1297911,805380,499576,312207,197994,128469,85091,57493,39586,27433,18913,12906,8654,5680,3642,2282,1386,820,468,263,140,71,34,16,8,3"
others,1856,"18119,26484,36610,60599,94548,137395,200345,302367,479644,798582,1389610,2468786,4221605,6452874,8631109,10376752,11103061,10738024,9665217,8220955,6512440,4758936,3247372,2118887,1341145,832065,515218,320943,202855,131276,86744,58557,40310,27932,19266,13148,8813,5775,3697,2311,1399,826,470,260,137,68,32,15,7,3"
others,1857,"18429,26951,37166,60801,95132,137930,200466,301190,475617,788817,1370016,2438232,4197659,6472183,8689376,10451949,11191691,10834956,9765547,8321123,6612647,4847984,3314081,2163747,1369376,848666,524628,326078,205586,132753,87532,59001,40574,28084,19362,13205,8844,5798,3708,2319,1407,831,471,262,139,68,34,15,7,3"
others,1858,"18127,26544,36932,59707,93033,134759,196056,295126,467265,776865,1351743,2411403,4169824,6468909,8733604,10541048,11319916,10986149,9910585,8441211,6702442,4909989,3353623,2190148,1387572,860161,531065,329273,207147,133643,88170,59597,41128,28589,19806,13570,9135,6013,3867,2429,1482,878,500,278,148,75,36,16,8,3"
others,1859,"17785,26198,36511,58973,92585,134405,195845,294855,466552,774414,1346069,2402643,4163738,6479787,8772405,10611038,11388521,11058652,10011454,8560972,6817727,5002916,3419651,2233332,1414264,876319,540565,334802,210210,135256,88947,59943,41255,28614,19795,13546,9116,6004,3864,2421,1475,871,496,272,143,71,33,14,6,3"
others,1860,"18894,28882,40603,63350,96837,138451,199347,297164,466619,770687,1336015,2382047,4127869,6452166,8793413,10671220,11489593,11194321,10150444,8672809,6901268,5070302,3473060,2275154,1445924,898660,555559,344830,216853,139706,91907,61974,42623,29557,20447,14001,9435,6218,4001,2516,1536,909,519,287,149,75,35,15,7,3"
others,1861,"18661,29058,40968,62927,95024,135225,194490,290437,458346,761929,1328760,2379759,4138364,6485695,8841337,10691660,11521572,11284600,10290235,8814101,7018781,5164992,3541181,2323048,1474751,913406,562291,347434,217547,139475,91369,61392,42092,29123,20128,13787,9298,6141,3964,2497,1527,904,519,286,151,76,35,17,7,3"
others,1862,"19882,32106,45534,68100,100214,140644,200024,295720,462359,762415,1320945,2359022,4109967,6476986,8878964,10753785,11608819,11401269,10430794,8939781,7110567,5232933,3589631,2357166,1498585,929322,572670,354223,222092,142550,93508,62924,43175,29907,20712,14223,9629,6392,4143,2624,1615,963,556,311,166,85,41,20,9,4"
others,1863,"19157,31184,44287,66224,97835,137130,194397,286132,446093,733984,1267637,2266028,4000498,6432241,8936043,10879164,11732983,11509628,10560228,9101261,7273973,5351546,3675482,2437662,1555430,959018,584344,356959,220785,139980,90792,60565,41216,28398,19608,13463,9134,6077,3948,2512,1550,928,538,303,164,85,42,21,11,5"
others,1864,"19487,31865,45278,66795,97392,136042,192869,284303,444578,733481,1267846,2262042,3993050,6450745,9004599,10915576,11701224,11485667,10658743,9294829,7464021,5501351,3775946,2500047,1591029,973962,588138,355190,217572,136147,87102,57194,38284,26034,17818,12195,8281,5531,3611,2307,1430,860,501,285,156,81,43,21,12,6"
others,1865,"22313,35434,49907,72935,106807,151151,218985,330787,526532,879633,1524737,2652058,4366216,6555553,8853205,10617506,11354277,11277955,10660757,9421786,7600437,5593583,3825012,2527526,1603504,975348,583825,349185,211631,130938,82836,53811,35668,24109,16480,11328,7762,5244,3462,2236,1407,861,511,295,165,93,47,26,14,7"
others,1866,"22415,35739,50266,72567,104617,147115,212723,321627,513545,862258,1508850,2650588,4385898,6585352,8886924,10669076,11455167,11417932,10807786,9556746,7709939,5667556,3870446,2554820,1620461,985800,590071,353037,214113,132590,84028,54657,36277,24552,16796,11557,7926,5360,3545,2291,1444,881,525,303,170,92,48,26,14,7"
others,1867,"22586,37857,53869,76801,107766,148142,208030,304773,473541,775873,1334280,2363677,4114264,6524951,9024394,10913611,11752924,11687100,11027257,9733316,7851822,5781841,3951783,2610955,1657688,1008274,603070,360410,218321,135144,85651,55776,37051,25118,17214,11872,8169,5549,3685,2392,1515,931,555,325,182,101,53,29,16,8"
others,1868,"18118,30848,44450,64685,92873,129727,184930,275082,434611,723383,1258562,2255817,3993370,6473502,9087889,11063806,11973181,11949768,11294138,9963042,8011601,5868855,3985897,2616943,1655215,1005587,601799,360403,219006,136011,86604,56627,37807,25759,17747,12308,8519,5827,3900,2555,1633,1015,614,363,206,116,63,34,19,10"
others,1869,"16937,29550,43014,62264,89186,125620,182065,276492,444962,750465,1321044,2380261,4164134,6584588,9079653,11015713,11942069,11981295,11398457,10090316,8115852,5938284,4021943,2633518,1664181,1011216,605576,363224,221151,137634,87862,57583,38529,26316,18180,12645,8790,6041,4068,2681,1726,1081,661,394,229,131,72,39,22,12"
others,1870,"15458,27787,40826,59479,85778,121127,175644,266766,429692,726363,1280900,2319953,4110744,6607949,9169393,11110962,12048042,12116290,11558195,10244136,8241190,6033285,4088900,2676682,1692853,1028904,615709,368613,224049,139186,88778,58145,38907,26600,18409,12837,8948,6174,4178,2770,1796,1134,698,422,248,144,79,44,24,13"
others,1871,"15151,27718,40843,58786,83540,117514,170258,258644,416787,704318,1238684,2241887,4002203,6532018,9178527,11198033,12214210,12335286,11769964,10420382,8375819,6118357,4138164,2707348,1714498,1045149,628365,378517,231542,144742,92833,61016,40965,28078,19461,13603,9497,6561,4440,2944,1909,1207,742,448,264,154,88,49,27,15"
others,1872,"15329,29934,44278,63519,89563,124776,178704,268230,427320,716257,1251317,2249036,4000477,6530039,9192296,11223516,12247209,12370943,11815990,10508957,8514141,6271229,4270723,2803110,1777042,1081560,646241,385670,233227,144209,91640,59850,40046,27413,19008,13310,9317,6469,4392,2926,1909,1211,750,454,271,157,90,50,28,15"
others,1873,"15054,29513,43603,62472,88162,122754,175635,263188,419294,703919,1228872,2200613,3909013,6447027,9173919,11280762,12378394,12554661,12019023,10705329,8688237,6408604,4361689,2848402,1797949,1093972,654396,391166,236657,146344,92910,60603,40500,27668,19156,13393,9363,6492,4412,2943,1920,1225,761,468,281,166,96,56,31,17"
others,1874,"15031,29571,43692,62594,88465,123299,176579,264638,421024,705511,1230302,2202332,3911547,6446015,9174525,11315516,12465110,12660169,12127803,10824625,8822415,6534715,4457827,2912232,1838537,1118963,668832,399365,241211,148875,94294,61324,40872,27846,19238,13427,9373,6497,4409,2942,1920,1224,758,467,281,167,96,57,32,17"
others,1875,"14941,29392,43415,61440,85030,117186,166297,246771,389953,651750,1134835,2031205,3625458,6134380,9044605,11422344,12784934,13088940,12524263,11149115,9070814,6698847,4547266,2945614,1843034,1116018,665661,398061,240854,149121,94723,61847,41430,28385,19734,13873,9765,6828,4696,3175,2100,1361,864,541,330,201,119,71,41,21"
others,1876,"14076,28259,41848,59419,82542,114215,163000,243729,388371,654289,1146288,2057948,3678779,6203771,9083371,11445376,12824323,13146719,12609244,11261581,9200818,6823309,4642188,3008051,1881883,1139138,678884,405566,245100,151501,96022,62526,41774,28547,19802,13897,9767,6825,4689,3171,2097,1356,859,533,326,198,114,68,40,20"
others,1877,"13434,27414,40770,58105,80935,112030,159638,237933,378081,637192,1119965,2017867,3611980,6114608,9045203,11511497,12973820,13331071,12791224,11431007,9364107,6966159,4744419,3073538,1922563,1163509,692544,413045,249039,153539,97011,62950,41935,28575,19779,13850,9721,6785,4659,3146,2079,1348,853,532,324,194,115,68,39,20"
others,1878,"12403,26206,39191,56124,78494,108846,155172,231289,367902,622935,1101053,1990039,3559802,6034009,9001322,11568825,13114262,13518713,12977799,11600464,9518244,7100527,4845585,3141274,1964403,1188323,706469,420559,252938,155480,97928,63366,42115,28649,19805,13863,9723,6786,4664,3150,2082,1352,858,533,325,195,115,69,39,20"
others,1879,"11446,25151,38061,54886,76940,106495,151371,224934,356360,601851,1063189,1927845,3479450,5987713,9066654,11697692,13253397,13671119,13115678,11724641,9654820,7239825,4958328,3216634,2009427,1214402,721058,428830,257683,158287,99608,64394,42769,29084,20097,14070,9877,6901,4749,3206,2122,1377,871,542,332,198,117,70,40,21"
others,1880,"11538,25466,38624,55180,75185,102417,143470,210269,328315,547536,960354,1741119,3162570,5527259,8708664,11689032,13650123,14243685,13603963,12084746,9921363,7433553,5087082,3294294,2055608,1242150,737194,438373,263392,161787,101728,65667,43538,29552,20395,14268,10020,7010,4824,3262,2158,1402,886,551,336,201,119,70,40,21"
others,1881,"11402,25006,37722,54040,73853,101215,143036,212666,338558,578108,1038974,1922221,3529708,6083365,9184684,11819489,13391924,13862326,13347116,11980024,9934251,7502082,5154480,3339335,2081623,1256131,744192,441556,264744,162293,101850,65620,43452,29463,20324,14220,9993,6997,4824,3267,2164,1407,891,556,339,204,122,72,41,21"
others,1882,"10770,24025,35971,51276,69816,95253,133839,197187,309992,522022,925947,1700651,3131385,5523182,8746561,11810695,13868363,14545362,13903473,12371541,10217742,7714860,5303041,3430535,2133783,1285164,759515,449442,268642,164136,102637,65882,43498,29428,20273,14178,9963,6982,4815,3264,2167,1408,892,556,343,206,122,72,41,22"
others,1883,"10180,23119,34724,49692,67907,93028,131311,194432,307247,520373,928790,1718156,3184627,5637673,8900677,11955570,13945251,14545310,13918734,12433767,10318420,7832355,5403143,3498915,2175780,1309485,772816,456594,272507,166268,103793,66492,43814,29584,20363,14230,9997,7011,4838,3285,2182,1423,901,563,345,206,123,72,42,22"
others,1884,"9657,22394,33776,48503,66425,91254,129376,193262,309399,533187,968025,1816356,3392286,5963194,9208119,12068053,13795370,14318183,13823257,12462890,10410915,7952052,5507251,3562686,2211939,1329804,784053,462833,276005,168270,104991,67212,44296,29934,20639,14452,10185,7163,4962,3382,2258,1474,941,590,362,218,129,77,44,23"
others,1885,"9390,22055,33306,47843,65389,89493,126112,186551,294565,499251,892770,1660209,3107882,5573424,8877126,12043911,14177867,14853821,14245980,12767608,10638471,8142092,5655685,3662588,2273171,1365358,803533,473266,281565,171283,106657,68124,44813,30223,20807,14557,10256,7214,5001,3408,2276,1490,953,597,367,221,131,79,45,24"
others,1886,"10208,22799,34114,48988,68555,94700,134440,199789,316932,537085,957285,1765113,3268074,5781244,9102103,12294328,14514756,15176031,14360048,12694363,10501947,8004075,5543760,3588075,2213538,1319333,770667,450930,266822,161684,100234,63842,41887,28197,19363,13519,9496,6646,4582,3107,2062,1339,851,530,323,194,115,69,39,20"
others,1887,"6497,14097,23973,35318,49436,68301,96732,143568,226493,385685,695434,1308667,2491494,4619326,7767117,11214495,13906618,15144557,14965822,13753417,11791151,9274555,6583846,4304786,2696872,1635106,968108,570153,338412,204572,126674,80176,52193,34811,23757,16459,11568,8123,5649,3865,2593,1704,1095,690,424,258,155,94,55,30"
others,1888,"7125,15887,25601,37557,52321,72531,103416,154796,246490,421938,759139,1418020,2671947,4887440,8112556,11578875,14260934,15425922,15069514,13689538,11625749,9083452,6414370,4180874,2603513,1566664,922475,542074,321597,194758,120768,76563,49961,33404,22846,15867,11158,7837,5441,3718,2488,1634,1048,655,405,244,146,87,51,28"
others,1889,"8628,20797,31614,45713,62778,86441,122716,183244,292368,499596,895541,1663215,3107504,5557066,8890927,12254149,14702193,15549698,14874953,13304538,11150184,8625145,6057780,3951305,2449723,1463221,855369,500025,295208,178330,110103,69618,45356,30296,20685,14373,10074,7054,4870,3306,2201,1433,915,568,351,211,126,76,44,23"
others,1890,"9103,21384,32346,46626,63972,88080,125041,186701,297943,509155,912436,1692986,3156350,5620290,8952945,12340917,14847522,15719795,15012604,13404907,11225773,8695492,6119672,3996504,2477131,1477695,862697,503609,296983,179236,110529,69779,45386,30268,20635,14322,10029,7017,4844,3289,2188,1424,907,563,349,209,125,75,43,23"
others,1891,"12806,24959,36831,52296,72626,100747,144385,217710,352221,605525,1091303,2021742,3723231,6421011,9810655,13107643,15383608,15907162,14817929,12944020,10633427,8107600,5648110,3666540,2247395,1326796,769230,447124,263721,159408,98473,62486,40821,27366,18734,13067,9153,6384,4385,2960,1955,1265,803,496,301,181,107,65,36,18"
others,1892,"12786,26214,38276,53666,72163,97476,135681,198112,308555,515452,909095,1672036,3096544,5483999,8755933,12251549,15059683,16216147,15535529,13824572,11577950,8994309,6347094,4141869,2563195,1525948,888615,517161,304090,183064,112607,70864,45936,30535,20757,14377,10053,7028,4848,3288,2187,1422,907,563,347,210,123,75,43,23"
others,1893,"13025,22743,35113,48880,65740,87706,119671,170098,255854,414550,716239,1307720,2446939,4487378,7571215,11201388,14439104,16212627,16104401,14784549,12728593,10126699,7278088,4785325,2992713,1803846,1062508,621436,366250,219760,134961,84521,54350,35843,24190,16615,11606,8118,5635,3850,2582,1697,1092,686,424,259,155,94,56,31"
others,1894,"12447,19816,33554,46557,62401,82202,109702,151363,219616,341764,573602,1025277,1916678,3582219,6280741,9758302,13297846,15884540,16577886,15754369,13972649,11412432,8408806,5624597,3556439,2177278,1299466,765150,452227,270330,165246,102965,65463,42755,28581,19443,13485,9428,6586,4543,3078,2049,1336,853,534,329,201,120,73,42"
others,1895,"13903,23108,36639,50352,67013,88480,119163,166411,245013,388202,662198,1205837,2273899,4200275,7081560,10596399,14098003,16385805,16661246,15505456,13495581,10836349,7855121,5194892,3263071,1977163,1169979,685081,403526,241167,147341,91684,58349,38131,25485,17345,12035,8385,5826,3986,2680,1768,1143,724,450,276,167,101,61,34"
others,1896,"12716,20072,34070,47390,63547,83711,111562,153402,221081,340389,566942,1012178,1904439,3567603,6220919,9653566,13254849,16038489,16908091,16157146,14392843,11824624,8763477,5892982,3734402,2292264,1370601,807596,476901,284489,173431,107611,67961,44052,29202,19712,13579,9448,6590,4542,3079,2051,1340,857,540,333,203,122,74,43"
others,1897,"13669,21488,35755,49389,66093,87270,116998,162299,236658,368657,621371,1122079,2123322,3961560,6811152,10288742,13630418,15920530,16610292,15976689,14275899,11723930,8668974,5814851,3677178,2250668,1343253,790815,467358,279367,170793,106247,67290,43717,29033,19627,13544,9438,6577,4530,3071,2042,1333,853,536,330,200,120,73,42"
others,1898,"12731,19952,33862,47178,63421,83854,112280,155259,224946,346648,576070,1023369,1917989,3572494,6216387,9704147,13403569,16292537,17244857,16520879,14736304,12133886,9018464,6085102,3860978,2370613,1417155,834410,491996,292950,178337,110469,69603,44998,29732,20013,13756,9568,6668,4594,3117,2079,1359,872,548,338,207,124,75,44"
others,1899,"11564,18196,31058,44595,60508,80495,108153,150444,220306,345065,588685,1080306,2072154,3908262,6689035,9895803,12824636,15108812,16447382,16421745,15059704,12654074,9565937,6551788,4194272,2598358,1564569,926846,547286,325541,197424,122000,76551,49212,32341,21652,14783,10268,7148,4938,3361,2248,1475,949,599,372,229,137,84,49"
others,1900,"11955,18777,32224,45625,61549,81437,108921,150483,217722,334275,553782,981743,1846565,3465097,6091882,9589668,13302935,16267560,17400318,16923149,15275571,12707363,9527342,6484693,4136526,2552693,1532109,904994,533450,316812,192022,118487,74246,47708,31342,20979,14347,9962,6937,4787,3260,2179,1428,915,577,358,220,133,80,47"
others,1901,"11213,17633,30177,43467,58849,78027,104394,144157,208274,318848,526465,930442,1747072,3286127,5821048,9288705,13104106,16299148,17644562,17248021,15638390,13093250,9892788,6777236,4336990,2683465,1613396,954168,562176,333559,201721,124294,77736,49812,32654,21820,14890,10343,7210,4985,3403,2281,1496,965,611,378,233,140,83,50"
others,1902,"10306,16510,26515,38656,52077,68885,91904,126570,182365,278008,456309,803565,1508924,2877261,5239444,8589645,12357261,15700267,17499956,17607230,16333629,13988120,10807389,7546505,4875066,3043531,1844460,1097674,647236,383987,231281,142203,88718,56428,36795,24438,16552,11465,7981,5542,3795,2559,1692,1095,696,433,267,161,97,58"
others,1903,"10414,16311,28129,41056,55951,74716,100770,140631,205557,318115,528610,934626,1751987,3284683,5809906,9288408,13124199,16372133,17811841,17545965,16064008,13573789,10343190,7121279,4560324,2819625,1692649,998585,586496,346957,209179,128446,80002,51017,33294,22150,15052,10438,7261,5020,3424,2297,1510,974,617,384,234,142,86,51"
others,1904,"7310,11745,19383,29985,41556,56623,77992,111761,168916,271480,470555,871622,1682902,3246274,5804866,9044438,12276297,14995652,16940928,17521925,16594780,14454041,11349615,8028270,5226231,3275287,1989744,1183914,696697,411922,246986,151113,93757,59146,38287,25254,16986,11710,8129,5645,3868,2611,1723,1120,712,441,269,161,95,56"
others,1905,"7330,11389,21672,32391,45278,62025,86180,124531,188853,303243,519881,938844,1782646,3354965,5941277,9571906,13682885,17186268,18596745,17999142,16214493,13572642,10306855,7071921,4507602,2759029,1642929,963607,565227,334438,202153,124166,77279,49246,32119,21368,14542,10090,7030,4868,3327,2243,1485,968,626,400,255,163,104,66"
others,1906,"8007,12429,23490,33920,47011,64212,89453,129829,198072,320946,554743,1009380,1917685,3572725,6207491,9840825,14031369,17649520,19091135,18280251,16238323,13412045,10067511,6851530,4328271,2614540,1543799,898465,524923,309614,187229,114791,71423,45569,29758,19830,13543,9400,6554,4533,3095,2086,1381,902,588,378,245,158,103,67"
others,1907,"9160,14462,27929,40474,56016,76198,105547,151902,229716,370521,639457,1170968,2231357,4136417,7113019,10965731,14898292,17706983,18435612,17624257,15756413,13060848,9835776,6709654,4244536,2556757,1504461,871772,507487,298543,179685,109491,67620,42786,27631,18199,12296,8420,5785,3937,2644,1755,1148,742,479,308,200,131,86,56"
others,1908,"7085,10820,19985,30864,43482,59985,83802,121675,185352,299728,519427,951599,1832897,3477798,6185496,9921653,14006254,17392223,18743160,18272719,16617866,14053934,10833225,7556812,4863778,2964071,1753718,1020545,592207,345546,205481,123812,75257,46647,29527,19000,12513,8411,5681,3818,2534,1657,1071,684,437,282,181,123,82,55"
others,1909,"7908,11937,19735,31177,43558,59569,82064,117195,175587,279847,480698,878907,1701227,3263966,5889989,9586011,13656099,17108678,18712336,18540452,17086599,14627110,11392951,8016151,5198238,3186801,1891288,1103952,639732,372628,220391,132366,79990,49149,30817,19609,12725,8458,5640,3750,2458,1587,1013,636,402,252,161,108,73,49"
others,1910,"6798,10387,15613,26829,37788,52137,71678,101711,151027,237505,401888,724776,1382849,2662379,4866682,8201276,12439165,16689800,19342627,19502988,18034020,15589957,12309515,8788319,5765964,3565994,2126122,1245346,719898,417878,245500,146889,88491,53889,33584,21130,13552,8925,5919,3925,2573,1653,1043,642,388,228,131,77,41,23"
others,1911,"7261,10789,16813,27796,39144,54353,76014,110228,167515,270168,467939,858047,1649659,3131339,5581842,9148254,13484503,17561205,19683566,19402017,17715360,15080443,11665211,8151014,5257050,3212820,1898670,1103850,638230,371641,219770,131627,79105,48364,30083,19016,12263,8084,5351,3513,2270,1437,885,532,308,173,92,48,23,10"
others,1912,"6671,9994,14190,22744,32148,44746,62624,91008,138580,223397,386508,711663,1378182,2676477,4911980,8313937,12623715,16906718,19548347,19778148,18428982,16026584,12678618,9032160,5898710,3634533,2153633,1254929,720716,415408,241260,142051,83725,49656,30064,18360,11391,7292,4697,3028,1926,1201,736,434,249,138,72,40,17,9"
others,1913,"6255,9485,14066,22335,31786,44231,61713,89060,134085,212276,359123,648046,1238526,2412259,4487599,7741813,12006056,16424185,19490283,20077131,18924945,16677184,13381158,9661147,6359674,3918211,2319381,1353330,782131,452740,264670,156916,93273,55633,33666,20539,12651,7993,5103,3262,2059,1275,772,452,259,141,74,41,18,8"
others,1914,"5806,8768,13134,25146,42363,61444,86098,121668,177322,271409,445583,786579,1488809,2851152,5222078,8790227,13009108,16930133,19194207,19529278,18450698,16268468,13003777,9329099,6087125,3733684,2215807,1300190,755149,439145,257651,152679,90418,53757,32417,19644,12072,7606,4833,3065,1920,1180,708,412,230,126,66,33,16,6"
others,1915,"5599,8414,11901,16674,23230,32424,46641,70505,112165,188522,339433,650838,1314145,2638738,4982726,8508067,12624003,16478849,19088846,20086578,19403811,17236830,13738837,9757804,6274023,3771217,2193054,1263702,720167,410686,236762,138129,80551,46952,27726,16409,9775,6025,3756,2363,1482,918,558,326,186,104,56,29,15,7"
others,1916,"7427,11059,15274,20423,27336,37564,53895,82120,132061,225552,413964,806001,1647598,3273990,6031751,9922050,14127146,17697239,19619757,19995186,18927342,16436329,12723127,8724438,5433871,3203547,1844051,1049487,591171,333906,190891,109801,62970,36346,21283,12538,7557,4710,2978,1890,1190,739,448,265,149,86,47,22,12,5"
others,1917,"8946,12764,17204,22907,30868,43075,63606,99481,163971,289034,543726,1087099,2208378,4246750,7468166,11581207,15688980,18615969,20002936,20037906,18350212,15349842,11381316,7402603,4462408,2584257,1474172,826448,464815,263715,153291,89957,53308,32651,20543,13340,9033,6249,4366,3041,2098,1429,953,620,387,234,135,74,37,17"
