landlocked,time,income_mountain_50bracket_shape_for_log
coastline,2002,"36001,73240,107728,141301,173832,204830,237710,283554,367251,545609,940604,1796021,3545447,7084244,16539272,43902069,106297779,209089953,378538016,579621106,687717594,654725030,560803084,470079771,385144178,302686272,233202561,191811510,178417070,186531729,192815086,175495185,135091203,90085742,53614582,28464112,13884845,6666339,3349771,1638565,680178,378085,331590,209214,73193,15737,4904,2222,1084,488"
coastline,2003,"7992,16942,27956,43408,66352,100631,152126,229857,352318,562866,963696,1767331,3390703,6633283,14435619,36772318,91589532,194532229,365549405,570707058,693640639,672636692,583767333,491133393,402774475,312957343,240261339,195979083,180982107,190936295,197972960,180353648,138107188,91792066,55488345,29562660,14676015,7229208,3496882,1689012,773801,448401,337459,179206,53719,11628,4688,2491,1308,588"
coastline,2004,"9250,18381,27944,40032,58202,88510,140341,225444,359694,569750,923364,1587656,2950002,5917963,13071926,31905948,77384091,172870603,344079180,549816380,686222024,688352126,602554613,506477546,420458625,333540619,259885943,212003405,192477828,197171136,203722867,185670397,143787907,96786574,57287440,29749151,14702907,7187043,3500050,1713154,750251,403492,350651,236775,87891,18800,5379,2662,1468,699"
coastline,2005,"10026,19889,29798,41616,58332,84448,127053,197439,315218,513966,862396,1509940,2788162,5485051,11789367,27868824,66147520,149109942,311959298,525573316,674972140,698976925,624382896,527350119,443538126,359325975,282041622,227692323,202656131,204082259,209382257,191656132,148492019,98878715,59035583,31413384,15813793,7723686,3818808,1851397,890768,489574,367752,237440,88307,18871,5167,2462,1331,646"
coastline,2006,"9223,18124,26809,36945,51317,75019,116589,187554,303084,485087,782885,1318850,2408736,4806766,10165160,23305650,58515837,142216982,302037640,517129402,667719269,696486249,629447366,538210028,456495311,376073995,299414439,241304954,212814736,210438447,215841847,197309277,153654474,103982248,62645846,33453223,16766744,8343230,4157213,2013140,947152,478302,377245,285651,123508,29251,6579,2825,1522,732"
coastline,2007,"8906,18418,28615,41609,60084,88586,134592,208669,325883,507552,797069,1302368,2323526,4564050,9579281,21719111,53707236,131017807,282337102,494320751,654031664,692511614,637744434,553560303,474179885,398023466,319971302,256323000,221360142,215141353,220419709,205752617,162950069,111321360,67236930,36438000,18406187,9208131,4618061,2074100,874679,512901,404380,238387,85372,23191,9423,4439,1821,629"
coastline,2008,"6415,13438,21608,33649,53564,87770,143833,228406,349498,520766,777386,1215497,2113682,4165826,9024844,21033319,51936745,125907734,272006286,482055751,647338729,691512149,642199153,560667624,482576348,411580925,338587484,275314695,237608196,226729953,227998754,209162427,165400321,112341123,67959491,36293899,18173598,8868709,4374161,2002997,980427,601635,400890,196533,59839,15378,6097,2788,1321,609"
coastline,2009,"6970,14296,21817,31210,44260,63638,93119,138381,210699,335753,573376,1036379,1962976,3944603,8476930,19411526,47905742,117247303,259050275,466249207,643358984,694026614,652634568,577839981,501768144,430481131,354262285,286092924,244335341,231731993,231691357,212863316,169148351,116314229,69691056,37072084,18412348,8646019,3884332,1827531,884727,500795,392866,239166,83628,18689,6061,2996,1537,721"
coastline,2010,"6478,13352,21005,32590,52246,85694,138275,213686,317328,461964,683349,1063744,1820834,3545141,7582773,17141885,41893670,103307158,233902037,434132684,621933880,686933906,658489121,596463412,525355401,458465309,382269051,308086175,261656445,245609115,241857034,218226929,174271246,118656309,71660044,38507687,18579233,8392167,3926443,1863189,931506,537035,254730,84172,34012,17294,8440,3790,1672,735"
coastline,2011,"6180,12611,18928,27000,40263,65054,110885,187478,304896,476229,734998,1157160,1937278,3588043,7299774,15696089,35763882,84952636,195963855,385065616,592532872,691918180,687260995,629545653,555806364,488420168,409515918,331573298,277778279,254682272,247877376,221298368,175110863,119572808,72360410,39071015,19126440,8873948,4139438,1979987,995874,581188,336510,133282,39333,15443,8060,4136,2102,965"
coastline,2012,"2735,5668,9010,13554,20717,33603,58801,106539,191568,333069,568386,970605,1719294,3233956,6568935,14301579,32616624,77382824,180427640,364083454,576044987,688298682,693130790,639631862,569065606,507559801,434288137,354306357,295787484,266354801,255714486,227463131,177377655,121489278,73188063,39242960,19593584,8920162,4094755,2050321,1037292,592349,348700,134024,36165,12755,6573,3558,1837,845"
coastline,2013,"2408,5182,8498,13216,20734,34168,60366,110338,199519,345590,582133,982680,1739113,3262219,6460646,13517804,29159564,66030615,152756972,322509626,545579812,684061201,700004291,660507145,596625015,534972654,461946028,381187002,316559336,280564055,264220117,233554096,180396978,123147739,74002363,40153722,19716528,9138928,4282593,2069488,1127706,650410,300071,94302,27116,11044,5238,2745,1496,725"
coastline,2014,"23626,49986,76929,105973,135354,160770,179544,193424,214257,273285,437864,827954,1659036,3328495,6636425,13525972,28634319,63760001,144960874,307258539,531892849,680390399,696781863,660514212,609878496,554528156,485664144,403031720,331939492,290116942,272467374,238782034,181371714,121287750,73961320,41353486,21112738,10118667,4638998,2188851,1145836,612513,282253,95092,29139,14591,8357,4515,2273,991"
coastline,2015,"2978,7707,16025,31633,57808,96867,148639,211379,285072,383054,550553,893449,1636410,3253174,6648413,13700347,28925467,63710913,140749852,294293267,515702858,676582128,700383948,658569091,619515715,570987362,505305656,421368103,344943558,296368824,274744201,244098440,187795444,126471749,77537785,42771868,21331164,10312209,4864508,2360900,1265937,719275,342479,110322,31163,13668,7347,3848,1999,968"
coastline,2016,"3677,8013,14068,24946,44939,78963,130220,199120,284982,393371,557955,879145,1589550,3172591,6577791,13770971,29305711,63623499,137682204,283779828,499881161,666408092,699744317,662179327,625900162,586398247,521978252,438117667,358218588,304980454,279865736,248109261,194554790,133351235,81745400,45071666,23029479,11000358,5230138,2569642,1279849,692348,368435,140166,39370,14140,6909,3502,1739,774"
coastline,2017,"42548,82557,111867,131267,141630,143990,142124,144665,167682,240701,421316,812181,1611188,3212515,6475255,13337339,27931365,59091911,124174015,255982795,473817095,661893337,713970475,676391840,639891214,598407579,538160470,456725477,376806733,317441874,288356303,254133230,198804145,138069011,84732154,47272643,23988066,11394851,5374494,2573300,1266827,722633,410333,157849,43880,14844,6904,3418,1712,789"
coastline,2018,"7400,14265,21345,30578,45287,69808,108731,165478,244225,354211,527935,851229,1526935,3001729,6237833,13247423,27923165,57641348,115960697,228847281,424589306,632790485,729154612,703272351,661010518,625884670,564893329,478468355,388934522,324991394,291896580,258186231,204663834,142858342,88839666,49851847,25054873,12355615,6042870,2971435,1440197,793179,511201,243877,71753,18591,7980,3960,1899,825"
coastline,2019,"7348,14050,20467,27332,35611,46223,61369,86450,135509,236579,443580,848857,1636307,3216921,6498089,13398573,27645913,56089344,111492334,215875185,395864287,610804810,744046452,733853667,672482717,626352790,571437635,490785515,404248111,336347929,299427246,263181992,208994711,147521233,93831269,54271956,28232816,13877734,6785846,3369474,1689133,929265,535529,226171,60193,17274,7825,3868,1836,795"
coastline,2020,"7627,14851,21707,29342,38913,51379,69688,101091,162875,288998,541489,1028196,1964056,3819618,7620760,15466954,31309069,62855738,125416466,242383815,431330682,631128184,732089917,711828236,657979424,618681777,569961492,494422726,409791094,341034628,301296284,260435797,203692567,142111066,89672596,51439688,26517425,12973986,6328904,3140489,1586330,889001,507109,205027,54166,16501,7630,3848,1886,831"
coastline,2021,"6499,14067,21065,29162,39247,52443,71887,104651,167198,292158,542073,1029046,1970222,3831038,7600477,15270520,30502147,59333756,114869193,217830307,392598405,605000864,733110427,729730565,668398315,624597527,581703126,513612034,430968825,357640725,312456761,271676150,216162612,153567051,98411308,57415158,30138378,14858527,7263279,3607427,1806789,982896,571259,253814,71490,20516,9089,4538,2238,1001"
coastline,2022,"5684,13541,20686,29076,39528,53201,73236,106724,169728,294289,543017,1030839,1975695,3842215,7602348,15182630,30050037,57222418,107868529,199976626,360761002,577075076,732355512,753071428,692041199,641926156,597479486,529395927,443832570,366444451,317324257,276799367,222667774,160142555,103770973,61188051,32485127,16107465,7900756,3930544,1963640,1048347,610748,286078,84518,23603,10059,5032,2509,1152"
coastline,2023,"5325,13581,20943,29765,40980,56033,78593,116537,185638,317950,578437,1089393,2070210,3994678,7829902,15464872,30155897,56082715,102980299,186175707,333495999,547538687,723277268,768923072,712532573,656798445,611154347,545936434,460173698,379700860,325974769,283834549,229335623,165871334,108174057,64162897,34277638,17016287,8344756,4147206,2070288,1098164,640579,308386,94084,26320,11089,5568,2785,1317"
coastline,2024,"5218,13610,21207,30334,42395,59083,84537,127070,202002,341804,615644,1143946,2151613,4109479,7954788,15492915,29724153,54548021,98076534,173577966,307523001,515366724,708841781,782283925,734744908,672723713,624005352,562345124,478078832,395840938,337390149,292173208,236118427,171204507,112004510,66651285,35713061,17721963,8675846,4305874,2147836,1135082,662019,323272,100803,28567,12045,6068,3061,1470"
coastline,2025,"5205,13718,21517,30913,43864,62194,90553,137145,217434,365582,652471,1199474,2236783,4232575,8107378,15502632,29266923,53161106,93709324,162595575,283830863,482094033,689371894,791421547,758045393,690296937,636925152,577962614,495706591,412387158,349545304,301000501,243164735,176751633,116057248,69367176,37334185,18545050,9063901,4491756,2238925,1176656,685103,340006,108547,30866,12887,6493,3283,1588"
coastline,2026,"4892,13646,21770,31585,45834,66537,98645,150312,237179,397440,699795,1270417,2343982,4378989,8257154,15381435,28635677,51675270,89854075,153500524,264027000,450743196,666388946,794492990,779713980,708781926,650021548,592717494,513194929,429406025,362510923,310333025,250418012,182356848,120117675,72108958,38982424,19387635,9457759,4679730,2331279,1218820,708764,357308,116683,33376,13761,6938,3523,1719"
coastline,2027,"5121,13822,22380,32974,48798,72847,109725,168113,266173,445686,776277,1391805,2534917,4669678,8531676,15352763,28046167,50136291,86287625,145556762,246963041,421695368,640988269,792579262,799739004,728749460,663949888,606687904,529919562,445992641,375642831,319812148,257705932,187941254,124185126,74901566,40706282,20286377,9876992,4876776,2426959,1261541,731692,374304,125102,35811,14560,7306,3731,1832"
coastline,2028,"5275,13989,23194,34911,52723,80491,122655,188828,302699,505158,873905,1551615,2784224,5021204,8780230,15329291,27373441,48557082,83084228,138761129,232424348,395531665,614292802,786115694,817010394,749214197,678407546,619727092,545829653,462205385,389004417,329672060,265304064,193736504,128412363,77801106,42521245,21239994,10323712,5086133,2529499,1308138,756806,392909,134513,38719,15569,7827,3997,1971"
coastline,2029,"5740,14321,24196,37312,57485,88975,136574,212281,343392,572379,984666,1730852,3069743,5347612,8971553,15235708,26575149,46947093,80161075,132912326,220106732,372669363,588533489,776938320,831143837,769241007,692859262,631694119,560487197,477521617,401965288,339493673,273044265,199831254,132943891,80933823,44519691,22310646,10833549,5324718,2647282,1362284,785278,413811,145593,42215,16732,8389,4312,2139"
coastline,2030,"5977,14643,25171,39654,61861,96527,148795,234129,379987,633998,1086819,1893290,3316876,5569924,9069001,15024598,25715193,45382454,77567698,128096255,210231281,353672520,564899059,765942467,841765578,788258442,707273896,642732270,573499205,491403308,414087961,349112166,280869133,206145858,137693797,84220803,46653872,23462451,11383777,5578263,2771851,1419272,814779,435973,157858,46195,18156,9112,4737,2397"
coastline,2031,"6010,14907,25955,41796,65729,102890,158984,252264,409675,683125,1168364,2021826,3492261,5697222,9087809,14759490,24937109,44034319,75482088,124358932,202450819,338135849,543911559,754125653,848972376,805210960,720912951,652769379,584939017,503901114,425209407,358288276,288667007,212791190,142849045,87839199,49057752,24792754,12037911,5886083,2924764,1490317,850182,461489,172363,50863,19705,9859,5173,2635"
coastline,2032,"6193,14932,26307,43253,68446,107259,166111,264713,429916,716012,1221077,2103332,3588157,5741852,9029133,14449445,24182815,42721543,73525935,121127894,195989911,325329055,525731840,742533538,854075093,820821155,734360766,662571707,595313220,515064756,435105104,366617188,296031889,219332719,148032930,91532066,51567003,26215123,12749025,6223928,3093899,1569607,889367,489667,188792,56207,21342,10577,5547,2827"
coastline,2033,"5970,14704,26183,43630,69478,109224,170038,271804,441319,733727,1247325,2140469,3623069,5737471,8942777,14173594,23540145,41555742,71800365,118366625,190615677,314568197,509982115,731639286,858436620,835956656,748111235,672247950,604420182,524361483,443140354,373550426,302638010,225643879,153197092,95289638,54162257,27717260,13505505,6582536,3270675,1651916,928720,518181,206531,62063,23084,11375,5975,3080"
coastline,2034,"5636,14304,25666,43224,69232,109140,170090,271759,440660,731214,1240180,2123762,3587137,5660965,8785579,13853427,22880213,40358682,70061142,115745358,185894549,305181778,495875508,720656748,860784280,849048175,760830433,681337642,613015188,533420667,451158404,380489838,309352154,232239607,158730844,99426092,57068513,29457962,14408857,7019787,3487422,1754328,977054,551164,227478,69285,25336,12424,6522,3384"
coastline,2035,"5520,13521,25016,42694,68709,108377,168757,269119,435575,721092,1220220,2085399,3525050,5565871,8622199,13557464,22276563,39220348,68397895,113338938,181815796,297104814,483633127,710478831,862355996,861095674,773124327,690334724,621215131,541836612,458468522,386731955,315504971,238499033,164062728,103438909,59891285,31161193,15291037,7447121,3700776,1856339,1024324,583468,249111,76845,27631,13460,7075,3705"
