STAFF_NAME;College Name;Department;TEACH_TIME;TOTAL_VALID_TIME;PU 2012;PU 2013;PU 2014
anonymous teacher 7784604;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;120;120;60;30;94
anonymous teacher 77890786;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;590.23;680.23;;3.32;
anonymous teacher 7790330;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";441.12;441.12;;;
anonymous teacher 77936843;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;0;96;2385.64;2523.8;1965.2
anonymous teacher 77949172;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1167.95;1167.95;;;
anonymous teacher 77989734;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";91.5;91.5;;;
anonymous teacher 78006539;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;75;75;;;
anonymous teacher 78049453;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;109.96;109.96;;;
anonymous teacher 78059869;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;110;110;;;
anonymous teacher 78093780;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";202;202;;;
anonymous teacher 78123549;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";266.25;266.25;;;
anonymous teacher 78138620;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;597.74;597.74;;;
anonymous teacher 78179453;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;28;28;;;
anonymous teacher 78201011;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;0;405;7.5;;20
anonymous teacher 78201336;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;573.63;980.63;136;353.4;90
anonymous teacher 78356574;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;611.5;611.5;;;
anonymous teacher 78360094;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";507.4;507.4;;;
anonymous teacher 78364618;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;42;42;;;
anonymous teacher 78434292;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 78454863;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;5;5;;;
anonymous teacher 78457380;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;203.25;203.25;;;
anonymous teacher 78467182;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;774.25;894.25;;32;
anonymous teacher 78478828;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1614.5;1674.5;33;16;
anonymous teacher 78489017;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;55.26;55.26;;;
anonymous teacher 78498515;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 78502302;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;699;699;;;
anonymous teacher 78518691;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 7851945;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;0;330;41.4;121.4;229.6
anonymous teacher 78534456;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;437.5;437.5;;;
anonymous teacher 78552833;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;156;156;;;
anonymous teacher 78628940;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1053.94;1053.94;77.6;158.2;233.28
anonymous teacher 78629441;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";522.33;612.33;16;38;
anonymous teacher 7863599;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;275.25;275.25;;;
anonymous teacher 78646307;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;70;70;;;
anonymous teacher 78668799;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;130.5;130.5;;;
anonymous teacher 78670638;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;228.72;228.72;;;
anonymous teacher 78699601;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;87;87;;;
anonymous teacher 78739278;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;747;923;;;
anonymous teacher 78749654;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";275.87;275.87;;;
anonymous teacher 78783589;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;713.64;781.64;;60;
anonymous teacher 78792368;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;585.62;585.62;;;
anonymous teacher 7881517;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;0;63;;
anonymous teacher 78839881;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1207.14;1207.14;200.8;90;8
anonymous teacher 78847195;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";146.24;417.24;253.4;46.6;140.4
anonymous teacher 78911886;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";673;1127;56;134.8;232.88
anonymous teacher 78962163;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;161;161;;30;60
anonymous teacher 79005018;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;499.14;1101.14;;;
anonymous teacher 79050779;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;225;;90;72
anonymous teacher 79095575;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;689.81;689.81;;;19.8
anonymous teacher 79156172;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1426.25;1586.25;68;35.28;
anonymous teacher 79172899;COLLEGE OF LAW & MANAGEMENT STUDIES;GRAD SCHOOL OF BUS &LEADERSHIP;128.1;218.1;;;
anonymous teacher 79183740;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;771;771;;;
anonymous teacher 79227190;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90.75;90.75;;;
anonymous teacher 79227505;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";58.35;58.35;;;
anonymous teacher 7925773;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1930.5;1930.5;;;
anonymous teacher 79310865;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;49.08;49.08;;;
anonymous teacher 7936952;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";356.02;363.52;;;
anonymous teacher 79384;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;203.25;203.25;;;
anonymous teacher 79511890;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1629;1629;30;;
anonymous teacher 79522308;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;204;204;;;
anonymous teacher 79530117;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;136.95;136.95;;;
anonymous teacher 79539026;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;552.5;552.5;;;
anonymous teacher 79561843;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;15;15;;;
anonymous teacher 79573565;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";2411.5;2411.5;;;
anonymous teacher 79621005;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;703.5;703.5;;;
anonymous teacher 79703458;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";468.62;468.62;;;
anonymous teacher 79742986;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;1596.11;1965.11;8;;68
anonymous teacher 79749670;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";208.5;208.5;;;
anonymous teacher 79792408;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";606;606;;;
anonymous teacher 79792697;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;81.42;81.42;;;
anonymous teacher 79816394;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;778.5;778.5;;;
anonymous teacher 79856756;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;2273.25;2273.25;;;
anonymous teacher 79870494;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;776;776;;;
anonymous teacher 7994367;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";576.95;1208.95;;147.8;
anonymous teacher 79965218;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;363;363;;;
anonymous teacher 79977432;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1140.78;1140.78;;;
anonymous teacher 79996582;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;361.5;361.5;;;
anonymous teacher 79997373;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;592.87;592.87;;;
anonymous teacher 79998930;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;1113.12;1113.12;;;
anonymous teacher 80002569;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;155.5;155.5;;;
anonymous teacher 8003902;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";767;767;;;
anonymous teacher 80055465;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1752;1752;;;
anonymous teacher 80067624;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;245.25;245.25;;;
anonymous teacher 80092926;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;94.26;410.26;97.2;49.8;292
anonymous teacher 80116610;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;2520.94;2520.94;;;
anonymous teacher 80136827;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;712.12;712.12;;;
anonymous teacher 80146905;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";540.99;540.99;;;
anonymous teacher 80179153;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;66;66;;;
anonymous teacher 80200471;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";309;309;;;
anonymous teacher 80232933;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;662.8;1201;;49.4;128
anonymous teacher 80258917;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;525.82;615.82;;;
anonymous teacher 8026937;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;2289.5;2349.5;;;
anonymous teacher 80289880;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";124.5;124.5;;;
anonymous teacher 8032445;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";328.95;328.95;;24;57
anonymous teacher 80331395;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;392.5;392.5;;;
anonymous teacher 8041647;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";253.5;253.5;;;
anonymous teacher 80456202;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";121.24;121.24;;;
anonymous teacher 80476160;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 80477998;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";515.46;515.46;;;
anonymous teacher 80541788;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";298.5;298.5;;;
anonymous teacher 80541880;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 80541932;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;100.12;100.12;;;
anonymous teacher 80556813;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";405;405;;;
anonymous teacher 80570161;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;87.88;87.88;;;
anonymous teacher 80578292;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;111.5;111.5;;;
anonymous teacher 80594070;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;15;15;;;
anonymous teacher 80732389;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";3054.37;3054.37;;;
anonymous teacher 80768482;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;170;727;85.6;188;213.6
anonymous teacher 8078078;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;208.12;208.12;;;
anonymous teacher 80818588;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";718.12;823.12;;;247.2
anonymous teacher 80832676;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;190.94;1376.94;261.06;153.64;210.14
anonymous teacher 80839057;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";313.87;313.87;;;
anonymous teacher 80840830;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;40;40;;;
anonymous teacher 80900685;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";94.5;94.5;;;
anonymous teacher 80964279;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";204.48;204.48;;;
anonymous teacher 80970400;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";34;34;;;
anonymous teacher 80975892;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;506.64;1175.64;170;169.8;24
anonymous teacher 80993642;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";1214.62;1229.62;60;;
anonymous teacher 81005482;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;100;100;;;
anonymous teacher 81010111;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1003.5;1003.5;;;
anonymous teacher 81044456;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1839;1839;;;
anonymous teacher 81112192;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;566.25;566.25;;;
anonymous teacher 8112159;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;87.88;87.88;;;
anonymous teacher 81138527;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";105;105;;;
anonymous teacher 81158542;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;323.99;323.99;;;
anonymous teacher 81291403;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;272.12;272.12;;;
anonymous teacher 8131817;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";649.85;829.85;158;76;8
anonymous teacher 81329392;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";639.37;639.37;;;
anonymous teacher 81354624;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;27.2;27.2;;;
anonymous teacher 81502489;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;592.37;592.37;;;
anonymous teacher 81503629;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1424.67;1424.67;;;
anonymous teacher 81509839;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;0;45;;;30
anonymous teacher 81547499;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;206;206;;;
anonymous teacher 8161384;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;233.5;233.5;;;
anonymous teacher 81622694;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;508.74;508.74;;;
anonymous teacher 81647768;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;0;90;;8;60
anonymous teacher 81715250;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;738.75;957.75;30;125.8;76.2
anonymous teacher 81717531;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;746.25;746.25;;;
anonymous teacher 81791944;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";979.5;979.5;;;
anonymous teacher 81799661;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;458.89;1081.89;466.72;308;420.4
anonymous teacher 81805836;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;594;594;;;
anonymous teacher 8183920;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;410.99;823.99;169.8;151.8;263.4
anonymous teacher 81854845;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";463.12;463.12;;;
anonymous teacher 81879296;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;95.25;95.25;;;
anonymous teacher 8188841;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";884.55;884.55;;;
anonymous teacher 81932711;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;2506.5;2506.5;;;
anonymous teacher 81974160;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";180;180;;;
anonymous teacher 81993998;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 82010607;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;866;866;;;
anonymous teacher 82057740;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;687;687;;3.6;19.8
anonymous teacher 82075153;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;532.5;532.5;;;
anonymous teacher 82080562;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";287.75;287.75;;;
anonymous teacher 82125429;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";369.62;369.62;;;
anonymous teacher 82144382;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";639.37;639.37;;;
anonymous teacher 82161570;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 8217139;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1166.75;1166.75;;;
anonymous teacher 82209780;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";880.24;993.24;;19.8;16
anonymous teacher 82224976;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;731.03;731.03;;;
anonymous teacher 82235714;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";237.5;237.5;;;
anonymous teacher 82254495;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";856.74;856.74;;;
anonymous teacher 82319231;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;66;66;;;
anonymous teacher 82346910;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;882.43;950.43;30;;
anonymous teacher 82361298;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";984.75;984.75;;;
anonymous teacher 82380087;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;0;0;;;
anonymous teacher 82440600;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;292.12;292.12;;;
anonymous teacher 82457554;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";793.5;793.5;;;
anonymous teacher 824713;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";285;285;;;
anonymous teacher 82479743;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;323.25;323.25;;;
anonymous teacher 82516580;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 82523801;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;154.5;154.5;;;
anonymous teacher 82529825;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;49.08;49.08;;;
anonymous teacher 82544863;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;81.42;81.42;;;
anonymous teacher 82563904;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;689.25;689.25;;;
anonymous teacher 82565260;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;3.75;3.75;;;
anonymous teacher 82639657;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;301.5;1011.5;135;248;
anonymous teacher 82654003;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;0;680;;30;5.32
anonymous teacher 82669297;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";735;1601;258;347;673.08
anonymous teacher 82874072;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3268.5;3268.5;;;
anonymous teacher 82955782;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;147;147;;;
anonymous teacher 83012312;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";703;703;;;
anonymous teacher 83029541;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;1314.76;1620.76;;;30
anonymous teacher 83038279;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;639.54;661.54;;;
anonymous teacher 83071413;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;92.98;92.98;;;
anonymous teacher 83108364;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 83113195;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;678.56;678.56;;60;15
anonymous teacher 83123094;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";142.87;142.87;;;
anonymous teacher 83201583;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;3072.5;3072.5;;;
anonymous teacher 8323885;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1165.39;1165.39;;15;72
anonymous teacher 83245150;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;529.25;529.25;;;
anonymous teacher 83281788;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1696.75;1696.75;;;
anonymous teacher 83294596;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";414.78;414.78;;;
anonymous teacher 83309083;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";632.5;632.5;;;
anonymous teacher 83323742;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;96.5;96.5;;;
anonymous teacher 83326369;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1163;1163;;;
anonymous teacher 83348773;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;0;182;72;120;184
anonymous teacher 83435386;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;81.42;81.42;;;
anonymous teacher 83451712;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";624.65;898.65;99.6;167.6;234
anonymous teacher 83509962;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";197.25;512.25;19.8;4;139.8
anonymous teacher 83557909;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";867.37;934.87;1.32;18.4;1.8
anonymous teacher 83560153;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1212;1212;;;
anonymous teacher 83671472;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;723.34;1038.34;;;184
anonymous teacher 83728448;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
