country,time,non_net_users_prc
rou,1995,99.93
rou,1996,99.78
rou,1997,99.55
rou,1998,97.76
rou,1999,97.3
rou,2000,96.39
rou,2001,95.46
rou,2002,93.42
rou,2003,91.1
rou,2004,85
rou,2005,78.5
rou,2006,75.34
rou,2007,71.7
rou,2008,67.58
rou,2009,63.4
rou,2010,60.07
rou,2011,59.99
rou,2012,54.12
rou,2013,50.24
rou,2014,45.92
rou,2015,44.24
rou,2016,40.5
rou,2017,36.25
rou,2018,29.32
rou,2019,26.34
rus,1990,100
rus,1991,100
rus,1992,100
rus,1993,99.99
rus,1994,99.95
rus,1995,99.85
rus,1996,99.73
rus,1997,99.53
rus,1998,99.19
rus,1999,98.98
rus,2000,98.02
rus,2001,97.06
rus,2002,95.87
rus,2003,91.7
rus,2004,87.14
rus,2005,84.77
rus,2006,81.98
rus,2007,75.34
rus,2008,73.17
rus,2009,71
rus,2010,57
rus,2011,51
rus,2012,36.2
rus,2013,32.03
rus,2014,29.48
rus,2015,29.9
rus,2016,26.91
rus,2017,23.99
rus,2018,19.14
rus,2019,17.36
rwa,1990,100
rwa,1991,100
rwa,1992,100
rwa,1993,100
rwa,1994,100
rwa,1995,100
rwa,1996,100
rwa,1997,100
rwa,1998,99.99
rwa,1999,99.93
rwa,2000,99.94
rwa,2001,99.76
rwa,2002,99.71
rwa,2003,99.64
rwa,2004,99.57
rwa,2005,99.44
rwa,2006,99.44
rwa,2007,97.88
rwa,2008,95.5
rwa,2009,92.3
rwa,2010,92
rwa,2011,93
rwa,2012,91.98
rwa,2013,91
rwa,2014,89.4
rwa,2015,82
rwa,2016,80
rwa,2017,78.23
rwa,2018,78.23
rwa,2019,78.23
sau,1990,100
sau,1991,100
sau,1992,100
sau,1993,100
sau,1994,100
sau,1995,99.99
sau,1996,99.97
sau,1997,99.95
sau,1998,99.9
sau,1999,99.51
sau,2000,97.79
sau,2001,95.32
sau,2002,93.62
sau,2003,92
sau,2004,89.77
sau,2005,87.3
sau,2006,80.54
sau,2007,70
sau,2008,64
sau,2009,62
sau,2010,59
sau,2011,52.5
sau,2012,46
sau,2013,39.5
sau,2014,35.29
sau,2015,30.38
sau,2016,25.12
sau,2017,17.88
sau,2018,6.69
sau,2019,4.28
sdn,1990,100
sdn,1991,100
sdn,1992,100
sdn,1993,100
sdn,1994,100
sdn,1995,100
sdn,1996,100
sdn,1997,100
sdn,1998,100
sdn,1999,99.99
sdn,2000,99.97
sdn,2001,99.86
sdn,2002,99.56
sdn,2003,99.46
sdn,2004,99.21
sdn,2005,98.71
sdn,2006,98.71
sdn,2007,91.34
sdn,2008,91.34
sdn,2009,91.34
sdn,2010,83.3
sdn,2011,82.54
sdn,2012,79
sdn,2013,77.3
sdn,2014,75.36
sdn,2015,73.39
sdn,2016,85.9
sdn,2017,69.13
sdn,2018,69.13
sdn,2019,69.13
sen,1990,100
sen,1991,100
sen,1992,100
sen,1993,100
sen,1994,100
sen,1995,100
sen,1996,99.99
sen,1997,99.97
sen,1998,99.92
sen,1999,99.69
sen,2000,99.6
sen,2001,99.02
sen,2002,98.99
sen,2003,97.9
sen,2004,95.61
sen,2005,95.21
sen,2006,94.39
sen,2007,93.11
sen,2008,92.88
sen,2009,92.5
sen,2010,92
sen,2011,90.2
sen,2012,89.2
sen,2013,86.9
sen,2014,82.3
sen,2015,73
sen,2016,74.34
sen,2017,54
sen,2018,54
sen,2019,54
sgp,1990,100
sgp,1991,99.84
sgp,1992,99.53
sgp,1993,99.24
sgp,1994,98.81
sgp,1995,97.13
sgp,1996,91.65
sgp,1997,86.53
sgp,1998,80.41
sgp,1999,75.84
sgp,2000,64
sgp,2001,58.33
sgp,2002,53
sgp,2003,46.16
sgp,2004,38
sgp,2005,39
sgp,2006,41
sgp,2007,30.1
sgp,2008,31
sgp,2009,31
sgp,2010,29
sgp,2011,29
sgp,2012,28
sgp,2013,19.1
sgp,2014,20.97
sgp,2015,20.99
sgp,2016,15.55
sgp,2017,15.55
sgp,2018,11.83
sgp,2019,11.05
slb,1990,100
slb,1991,100
slb,1992,100
slb,1993,100
slb,1994,100
slb,1995,99.98
slb,1996,99.73
slb,1997,99.61
slb,1998,99.49
slb,1999,99.51
slb,2000,99.52
slb,2001,99.53
slb,2002,99.5
slb,2003,99.44
slb,2004,99.35
slb,2005,99.16
slb,2006,98.35
slb,2007,98
slb,2008,97
slb,2009,96
slb,2010,95
slb,2011,94
slb,2012,93
slb,2013,92
slb,2014,91
slb,2015,90
slb,2016,89
slb,2017,88.08
slb,2018,88.08
slb,2019,88.08
sle,1990,100
sle,1991,100
sle,1992,100
sle,1993,100
sle,1994,100
sle,1995,100
sle,1996,100
sle,1997,100
sle,1998,99.99
sle,1999,99.95
sle,2000,99.88
sle,2001,99.84
sle,2002,99.82
sle,2003,99.81
sle,2004,99.8
sle,2005,99.78
sle,2006,99.77
sle,2007,99.76
sle,2008,99.75
sle,2009,99.74
sle,2010,99.42
sle,2011,99.1
sle,2012,97.5
sle,2013,96
sle,2014,93.94
sle,2015,93.66
sle,2016,88.23
sle,2017,91
sle,2018,91
sle,2019,91
slv,1990,100
slv,1991,100
slv,1992,100
slv,1993,100
slv,1994,100
slv,1995,100
slv,1996,99.91
slv,1997,99.74
slv,1998,99.57
slv,1999,99.15
slv,2000,98.82
slv,2001,98.5
slv,2002,98.1
slv,2003,97.5
slv,2004,96.8
slv,2005,95.8
slv,2006,94.5
slv,2007,93.89
slv,2008,89.92
slv,2009,87.89
slv,2010,84.1
slv,2011,81.1
slv,2012,79.68
slv,2013,76.89
slv,2014,75.24
slv,2015,73.2
slv,2016,71
slv,2017,66.18
slv,2018,66.18
slv,2019,66.18
smr,1990,100
smr,1991,100
smr,1992,100
smr,1993,100
smr,1994,100
smr,1995,98.64
smr,1996,98.57
smr,1997,98.58
smr,1998,98.59
smr,1999,57.2
smr,2000,51.2
smr,2001,49.66
smr,2002,49.17
smr,2003,50
smr,2004,49.43
smr,2005,49.74
smr,2006,49.79
smr,2007,49.64
smr,2008,45.48
smr,2009,45.79
smr,2010,45.79
smr,2011,50.4
smr,2012,50.4
smr,2013,50.4
smr,2014,50.4
smr,2015,50.4
smr,2016,50.4
smr,2017,39.82
smr,2018,39.82
smr,2019,39.82
som,1990,100
som,1991,100
som,1992,100
som,1993,100
som,1994,100
som,1995,100
som,1996,100
som,1997,100
som,1998,99.99
som,1999,99.99
som,2000,99.98
som,2001,99.92
som,2002,99.88
som,2003,99.62
som,2004,98.95
som,2005,98.92
som,2006,98.9
som,2007,98.88
som,2008,98.86
som,2009,98.84
som,2010,98.84
som,2011,98.75
som,2012,98.62
som,2013,98.5
som,2014,98.37
som,2015,98.24
som,2016,98.12
som,2017,98
som,2018,98
som,2019,98
srb,2004,76.5
srb,2005,73.7
srb,2006,72.8
srb,2007,66.85
srb,2008,64.4
srb,2009,61.9
srb,2010,59.1
srb,2011,57.8
srb,2012,51.9
srb,2013,46.55
srb,2014,37.92
srb,2015,34.68
srb,2016,32.94
srb,2017,29.67
srb,2018,26.64
srb,2019,22.58
ssd,2013,96.17
ssd,2014,95.48
ssd,2015,94.5
ssd,2016,93.32
ssd,2017,92.02
ssd,2018,92.02
ssd,2019,92.02
stp,1990,100
stp,1991,100
stp,1992,100
stp,1993,100
stp,1994,100
stp,1995,100
stp,1998,99.7
stp,1999,99.64
stp,2000,95.36
stp,2001,93.69
stp,2002,92.42
stp,2003,89.84
stp,2004,86.68
stp,2005,86.24
stp,2006,85.82
stp,2007,85.41
stp,2008,84.52
stp,2009,83.59
stp,2010,81.25
stp,2011,79.84
stp,2012,78.43
stp,2013,77
stp,2014,75.59
stp,2015,74.18
stp,2016,72
stp,2017,70.07
stp,2018,70.07
stp,2019,70.07
sur,1990,100
sur,1991,100
sur,1992,100
sur,1993,100
sur,1994,100
sur,1995,99.89
sur,1996,99.77
sur,1997,99
sur,1998,98.33
sur,1999,98.11
sur,2000,97.49
sur,2001,96.94
sur,2002,95.84
sur,2003,95.28
sur,2004,93.92
sur,2005,93.6
sur,2006,90.5
sur,2007,85.89
sur,2008,78.94
sur,2009,68.64
sur,2010,68.41
sur,2011,68
sur,2012,65.32
sur,2013,62.6
sur,2014,59.92
sur,2015,57.24
sur,2016,54.6
sur,2017,51.05
sur,2018,51.05
sur,2019,51.05
svk,1990,100
svk,1991,100
svk,1992,100
svk,1993,99.87
svk,1994,99.68
svk,1995,99.48
svk,1996,99.22
svk,1997,98.83
svk,1998,97.31
svk,1999,94.56
svk,2000,90.57
svk,2001,87.47
svk,2002,59.86
svk,2003,56.96
svk,2004,47.11
svk,2005,44.81
svk,2006,43.92
svk,2007,38.2
svk,2008,33.95
svk,2009,30
svk,2010,24.29
svk,2011,25.56
svk,2012,23.29
svk,2013,22.12
svk,2014,20.02
svk,2015,22.37
svk,2016,19.52
svk,2017,18.37
svk,2018,19.34
svk,2019,17.15
svn,1990,100
svn,1991,100
svn,1992,100
svn,1993,99.59
svn,1994,98.93
svn,1995,97.1
svn,1996,94.93
svn,1997,92.41
svn,1998,89.9
svn,1999,87.39
svn,2000,84.89
svn,2001,69.82
svn,2002,72.16
svn,2003,68.15
svn,2004,59.19
svn,2005,53.19
svn,2006,45.99
svn,2007,43.26
svn,2008,42
svn,2009,36
svn,2010,30
svn,2011,32.66
svn,2012,31.65
svn,2013,27.32
svn,2014,28.41
svn,2015,26.9
svn,2016,24.5
svn,2017,21.11
svn,2018,20.25
svn,2019,16.89
swe,1990,99.42
swe,1991,98.84
swe,1992,98.5
swe,1993,98.28
swe,1994,96.59
swe,1995,94.9
swe,1996,90.96
swe,1997,76.27
swe,1998,66.53
swe,1999,58.57
swe,2000,54.31
swe,2001,48.23
swe,2002,29.43
swe,2003,20.87
swe,2004,16.11
swe,2005,15.17
swe,2006,12.24
swe,2007,17.99
swe,2008,10
swe,2009,9
swe,2010,10
swe,2011,7.23
swe,2012,6.82
swe,2013,5.22
swe,2014,7.48
swe,2015,9.39
swe,2016,10.35
swe,2017,4.49
swe,2018,7.86
swe,2019,5.51
swz,1990,100
swz,1991,100
swz,1992,100
swz,1993,100
swz,1994,100
swz,1995,100
swz,1996,99.95
swz,1997,99.91
swz,1998,99.9
swz,1999,99.53
swz,2000,99.07
swz,2001,98.72
swz,2002,98.18
swz,2003,97.56
swz,2004,96.77
swz,2005,96.3
swz,2006,96.3
swz,2007,95.9
swz,2008,93.15
swz,2009,91.06
swz,2010,88.96
swz,2011,81.87
swz,2012,79.22
swz,2013,75.3
swz,2014,73.83
swz,2015,74.36
swz,2016,71.43
swz,2017,53
swz,2018,53
swz,2019,53
syc,1990,100
syc,1991,100
syc,1992,100
syc,1993,100
syc,1994,100
syc,1995,100
syc,1996,99.35
syc,1997,98.72
syc,1998,97.47
syc,1999,93.77
syc,2000,92.6
syc,2001,88.98
syc,2002,85.7
syc,2003,85.41
syc,2004,75.73
syc,2005,74.59
syc,2006,65.05
syc,2007,61.62
syc,2008,59.56
syc,2009,59.56
syc,2010,59
syc,2011,56.84
syc,2012,52.92
syc,2013,49.6
syc,2014,48.75
syc,2015,45.74
syc,2016,43.49
syc,2017,41.23
syc,2018,41.23
syc,2019,41.23
syr,1990,100
syr,1991,100
syr,1992,100
syr,1993,100
syr,1994,100
syr,1995,100
syr,1996,100
syr,1997,99.97
syr,1998,99.94
syr,1999,99.88
syr,2000,99.82
syr,2001,99.65
syr,2002,97.91
syr,2003,96.6
syr,2004,95.68
syr,2005,94.35
syr,2006,92.17
syr,2007,88.5
syr,2008,86
syr,2009,82.7
syr,2010,79.3
syr,2011,77.5
syr,2012,75.7
syr,2013,73.8
syr,2014,71.91
syr,2015,70.02
syr,2016,68.13
syr,2017,65.75
syr,2018,65.75
syr,2019,65.75
tcd,1990,100
tcd,1991,100
tcd,1992,100
tcd,1993,100
tcd,1994,100
tcd,1995,100
tcd,1997,100
tcd,1998,100
tcd,1999,99.99
tcd,2000,99.96
tcd,2001,99.95
tcd,2002,99.83
tcd,2003,99.68
tcd,2004,99.64
tcd,2005,99.6
tcd,2006,99.42
tcd,2007,99.15
tcd,2008,98.81
tcd,2009,98.5
tcd,2010,98.3
tcd,2011,98.1
tcd,2012,97.9
tcd,2013,97.5
tcd,2014,97.1
tcd,2015,96.5
tcd,2016,95
tcd,2017,93.5
tcd,2018,93.5
tcd,2019,93.5
tgo,1990,100
tgo,1991,100
tgo,1992,100
tgo,1993,100
tgo,1994,100
tgo,1995,100
tgo,1996,99.99
tgo,1997,99.79
tgo,1998,99.69
tgo,1999,99.41
tgo,2000,99.2
tgo,2001,99.1
tgo,2002,99
tgo,2003,98.8
tgo,2004,98.5
tgo,2005,98.2
tgo,2006,98
tgo,2007,97.8
tgo,2008,97.6
tgo,2009,97.4
tgo,2010,97
tgo,2011,96.5
tgo,2012,96
tgo,2013,95.5
tgo,2014,94.3
tgo,2015,92.88
tgo,2016,88.69
tgo,2017,87.64
tgo,2018,87.64
tgo,2019,87.64
tha,1990,100
tha,1991,100
tha,1992,100
tha,1993,99.99
tha,1994,99.96
tha,1995,99.93
tha,1996,99.88
tha,1997,99.64
tha,1998,98.91
tha,1999,97.57
tha,2000,96.31
tha,2001,94.44
tha,2002,92.47
tha,2003,90.7
tha,2004,89.32
tha,2005,84.97
tha,2006,82.84
tha,2007,79.97
tha,2008,81.8
tha,2009,79.9
tha,2010,77.6
tha,2011,76.33
tha,2012,73.54
tha,2013,71.06
tha,2014,65.11
tha,2015,60.68
tha,2016,52.5
tha,2017,47.11
tha,2018,43.18
tha,2019,33.35
tjk,1990,100
tjk,1991,100
tjk,1992,100
tjk,1993,100
tjk,1994,100
tjk,1995,100
tjk,1999,99.97
tjk,2000,99.95
tjk,2001,99.95
tjk,2002,99.94
tjk,2003,99.94
tjk,2004,99.92
tjk,2005,99.7
tjk,2006,96.23
tjk,2007,92.8
tjk,2008,91.22
tjk,2009,89.93
tjk,2010,88.45
tjk,2011,86.97
tjk,2012,85.49
tjk,2013,84
tjk,2014,82.51
tjk,2015,81.02
tjk,2016,79.53
tjk,2017,78.04
tjk,2018,78.04
tjk,2019,78.04
tkm,1990,100
tkm,1991,100
tkm,1992,100
tkm,1993,100
tkm,1994,100
tkm,1995,100
tkm,1999,99.95
tkm,2000,99.87
tkm,2001,99.82
tkm,2002,99.7
tkm,2003,99.57
tkm,2004,99.25
tkm,2005,99
tkm,2006,98.68
tkm,2007,98.59
tkm,2008,98.25
tkm,2009,98.05
tkm,2010,97
tkm,2011,95
tkm,2012,92.8
tkm,2013,90.4
tkm,2014,87.8
tkm,2015,85
tkm,2016,82.01
tkm,2017,78.75
tkm,2018,78.75
tkm,2019,78.75
tls,1990,100
tls,1991,100
tls,1992,100
tls,1993,100
tls,1994,100
tls,1995,100
tls,2002,100
tls,2003,100
tls,2004,100
tls,2005,99.9
tls,2006,99.5
tls,2007,99
tls,2008,98.5
tls,2009,98
tls,2010,97
tls,2011,96
tls,2012,93
tls,2013,89
tls,2014,82.5
tls,2015,77
tls,2016,74.75
tls,2017,72.51
tls,2018,72.51
tls,2019,72.51
ton,1990,100
ton,1991,100
ton,1992,100
ton,1993,100
ton,1994,100
ton,1995,99.88
ton,1996,99.84
ton,1997,99.49
ton,1998,99.23
ton,1999,98.98
ton,2000,97.57
ton,2001,97.17
ton,2002,97.09
ton,2003,97.01
ton,2004,96.05
ton,2005,95.09
ton,2006,94.15
ton,2007,92.82
ton,2008,91.89
ton,2009,90
ton,2010,84
ton,2011,75
ton,2012,70
ton,2013,67.25
ton,2014,64.05
ton,2015,61.35
ton,2016,60.05
ton,2017,58.75
ton,2018,58.75
ton,2019,58.75
tto,1990,100
tto,1991,100
tto,1992,100
tto,1993,100
tto,1994,100
tto,1995,99.84
tto,1996,99.61
tto,1997,98.83
tto,1998,97.28
tto,1999,94.19
tto,2000,92.28
tto,2001,84.62
tto,2002,78
tto,2003,74.03
tto,2004,72.98
tto,2005,71.02
tto,2006,70
tto,2007,67.7
tto,2008,65.2
tto,2009,55.7
tto,2010,51.5
tto,2011,44.8
tto,2012,40.48
tto,2013,36.2
tto,2014,34.9
tto,2015,30.8
tto,2016,26.7
tto,2017,22.67
tto,2018,22.67
tto,2019,22.67
tun,1990,100
tun,1991,100
tun,1992,100
tun,1993,100
tun,1994,99.99
tun,1995,99.99
tun,1996,99.97
tun,1997,99.96
tun,1998,99.89
tun,1999,98.4
tun,2000,97.25
tun,2001,95.7
tun,2002,94.75
tun,2003,93.51
tun,2004,91.47
tun,2005,90.34
tun,2006,87.01
tun,2007,82.9
tun,2008,72.47
tun,2009,65.93
tun,2010,63.2
tun,2011,60.9
tun,2012,58.56
tun,2013,56.2
tun,2014,53.84
tun,2015,53.5
tun,2016,50.4
tun,2017,35.81
tun,2018,35.81
tun,2019,33.3
tur,1990,100
tur,1991,100
tur,1992,100
tur,1993,99.99
tur,1994,99.95
tur,1995,99.92
tur,1996,99.81
tur,1997,99.53
tur,1998,99.3
tur,1999,97.71
tur,2000,96.24
tur,2001,94.81
tur,2002,88.62
tur,2003,87.67
tur,2004,85.42
tur,2005,84.54
tur,2006,81.76
tur,2007,71.37
tur,2008,65.63
tur,2009,63.6
tur,2010,60.18
tur,2011,56.93
tur,2012,54.87
tur,2013,53.75
tur,2014,48.96
tur,2015,46.26
tur,2016,41.65
tur,2017,35.32
tur,2018,28.96
tur,2019,26.02
tuv,1990,100
tuv,1991,100
tuv,1992,100
tuv,1993,100
tuv,1994,100
tuv,1995,100
tuv,2000,94.76
tuv,2001,94.76
tuv,2002,94.76
tuv,2003,94.76
tuv,2004,94.76
tuv,2005,94.76
tuv,2007,90
tuv,2008,85
tuv,2009,80
tuv,2010,75
tuv,2011,70
tuv,2012,65
tuv,2013,63
tuv,2014,60.8
tuv,2015,57.3
tuv,2016,53.99
tuv,2017,50.68
tuv,2018,50.68
tuv,2019,50.68
twn,1990,100
twn,1991,99.95
twn,1992,99.76
twn,1993,99.52
twn,1994,99.15
twn,1995,98.83
twn,1996,97.2
twn,1997,92.37
twn,1998,86.27
twn,1999,78.27
twn,2000,71.9
twn,2001,65.1
twn,2002,52.4
twn,2003,48.06
twn,2004,46.19
twn,2005,41.99
twn,2006,36.32
twn,2007,35.55
twn,2008,34.16
twn,2009,30.1
twn,2010,28.5
twn,2011,28
twn,2012,24.01
twn,2013,23.71
twn,2014,21.96
twn,2015,21.96
twn,2016,20.25
twn,2017,7.22
twn,2018,7.22
twn,2019,11.18
tza,1990,100
tza,1991,100
tza,1992,100
tza,1993,100
tza,1994,100
tza,1995,100
tza,1996,100
tza,1997,99.99
tza,1998,99.99
tza,1999,99.92
tza,2000,99.88
tza,2001,99.83
tza,2002,99.78
tza,2003,99.32
tza,2004,99.12
tza,2005,98.9
tza,2006,98.7
tza,2007,98.4
tza,2008,98.1
tza,2009,97.6
tza,2010,97.1
tza,2011,96.8
tza,2012,96.05
tza,2013,95.6
tza,2014,93
tza,2015,80
tza,2016,87
tza,2017,75
tza,2018,75
tza,2019,75
uga,1990,100
uga,1991,100
uga,1992,100
uga,1993,100
uga,1994,100
uga,1995,100
uga,1996,100
uga,1997,99.99
uga,1998,99.93
uga,1999,99.89
uga,2000,99.84
uga,2001,99.76
uga,2002,99.62
uga,2003,99.54
uga,2004,99.28
uga,2005,98.26
uga,2006,97.47
uga,2007,96.33
uga,2008,92.1
uga,2009,90.22
uga,2010,87.5
uga,2011,86.99
uga,2012,85.9
uga,2013,84.5
uga,2014,83.1
uga,2015,82.17
uga,2016,78.12
uga,2017,76.29
uga,2018,76.29
uga,2019,76.29
ukr,1990,100
ukr,1991,100
ukr,1992,100
ukr,1993,100
ukr,1994,99.99
ukr,1995,99.96
ukr,1996,99.9
ukr,1997,99.8
ukr,1998,99.7
ukr,1999,99.59
ukr,2000,99.28
ukr,2001,98.76
ukr,2002,98.13
ukr,2003,96.85
ukr,2004,96.51
ukr,2005,96.25
ukr,2006,95.49
ukr,2007,93.45
ukr,2008,89
ukr,2009,82.1
ukr,2010,76.7
ukr,2011,71.29
ukr,2012,64.73
ukr,2013,59.05
ukr,2014,53.76
ukr,2015,51.12
ukr,2016,47
ukr,2017,41.11
ukr,2018,41.11
ukr,2019,41.11
ury,1990,100
ury,1991,100
ury,1992,100
ury,1993,100
ury,1994,99.94
ury,1995,99.69
ury,1996,98.15
ury,1997,96.64
ury,1998,93.01
ury,1999,90.03
ury,2000,89.46
ury,2001,88.88
ury,2002,88.58
ury,2003,84.06
ury,2004,82.94
ury,2005,79.91
ury,2006,70.6
ury,2007,66
ury,2008,60.7
ury,2009,58.2
ury,2010,53.6
ury,2011,48.6
ury,2012,45.55
ury,2013,42.31
ury,2014,38.54
ury,2015,35.43
ury,2016,33.6
ury,2017,31.72
ury,2018,31.72
ury,2019,23.05
usa,1990,99.22
usa,1991,98.84
usa,1992,98.28
usa,1993,97.73
usa,1994,95.14
usa,1995,90.76
usa,1996,83.58
usa,1997,78.38
usa,1998,69.91
usa,1999,64.15
usa,2000,56.92
usa,2001,50.92
usa,2002,41.21
usa,2003,38.3
usa,2004,35.24
usa,2005,32.03
usa,2006,31.07
usa,2007,25
usa,2008,26
usa,2009,29
usa,2010,28.31
usa,2011,30.27
usa,2012,25.3
usa,2013,28.6
usa,2014,27
usa,2015,25.45
usa,2016,14.46
usa,2017,12.73
usa,2018,12.73
usa,2019,12.73
uzb,1990,100
uzb,1991,100
uzb,1992,100
uzb,1993,100
uzb,1994,100
uzb,1995,100
uzb,1996,100
uzb,1997,99.99
uzb,1998,99.98
uzb,1999,99.97
uzb,2000,99.52
uzb,2001,99.4
uzb,2002,98.92
uzb,2003,98.09
uzb,2004,97.41
uzb,2005,96.66
uzb,2006,93.61
uzb,2007,92.51
uzb,2008,90.92
uzb,2009,88.1
uzb,2010,84.1
uzb,2011,81.4
uzb,2012,76.4
uzb,2013,73.2
uzb,2014,64.5
uzb,2015,57.2
uzb,2016,53.21
uzb,2017,47.69
uzb,2018,47.69
uzb,2019,47.69
vct,1990,100
vct,1991,100
vct,1992,100
vct,1993,100
vct,1994,100
vct,1995,99.87
vct,1996,99.52
vct,1997,99.07
vct,1998,98.15
vct,1999,97.22
vct,2000,96.75
vct,2001,94.91
vct,2002,94.45
vct,2003,93.54
vct,2004,92.63
vct,2005,90.8
vct,2006,88
vct,2007,84
vct,2008,79
vct,2009,69
vct,2010,66.3
vct,2011,63.3
vct,2012,60
vct,2013,56.5
vct,2014,52.6
vct,2015,82.87
vct,2016,79.31
vct,2017,78
vct,2018,77.61
vct,2019,77.61
ven,1990,100
ven,1991,100
ven,1992,99.99
ven,1993,99.96
ven,1994,99.94
ven,1995,99.88
ven,1996,99.75
ven,1997,99.61
ven,1998,98.62
ven,1999,97.16
ven,2000,96.64
ven,2001,95.36
ven,2002,95.09
ven,2003,92.5
ven,2004,91.6
ven,2005,87.45
ven,2006,84.78
ven,2007,79.17
ven,2008,74.12
ven,2009,67.3
ven,2010,62.63
ven,2011,59.78
ven,2012,50.95
ven,2013,45.1
ven,2014,43
ven,2015,36
ven,2016,40
ven,2017,28
ven,2018,28
ven,2019,28
vnm,1990,100
vnm,1991,100
vnm,1992,100
vnm,1993,100
vnm,1994,100
vnm,1995,100
vnm,1996,100
vnm,1997,100
vnm,1998,99.99
vnm,1999,99.87
vnm,2000,99.75
vnm,2001,98.73
vnm,2002,98.15
vnm,2003,96.22
vnm,2004,92.36
vnm,2005,87.26
vnm,2006,82.75
vnm,2007,79.24
vnm,2008,76.08
vnm,2009,73.45
vnm,2010,69.35
vnm,2011,64.93
vnm,2012,63.2
vnm,2013,61.5
vnm,2014,59
vnm,2015,55
vnm,2016,47
vnm,2017,41.86
vnm,2018,29.65
vnm,2019,31.3
vut,1990,100
vut,1991,100
vut,1992,100
vut,1993,100
vut,1994,100
vut,1995,100
vut,1996,99.94
vut,1997,99.86
vut,1998,99.73
vut,1999,99.46
vut,2000,97.89
vut,2001,97.17
vut,2002,96.49
vut,2003,96.1
vut,2004,95.25
vut,2005,94.92
vut,2006,94.15
vut,2007,93.2
vut,2008,92.73
vut,2009,92.5
vut,2010,92
vut,2011,90.8
vut,2012,89.4
vut,2013,88.7
vut,2014,81.2
vut,2015,77.65
vut,2016,76
vut,2017,74.28
vut,2018,74.28
vut,2019,74.28
wsm,1990,100
wsm,1991,100
wsm,1992,100
wsm,1993,100
wsm,1994,100
wsm,1995,100
wsm,1997,99.83
wsm,1998,99.77
wsm,1999,99.71
wsm,2000,99.43
wsm,2001,98.31
wsm,2002,97.76
wsm,2003,97.2
wsm,2004,96.92
wsm,2005,96.65
wsm,2006,95.53
wsm,2007,95.25
wsm,2008,94.97
wsm,2009,94
wsm,2010,93
wsm,2011,89
wsm,2012,87.08
wsm,2013,84.7
wsm,2014,78.8
wsm,2015,74.59
wsm,2016,70.59
wsm,2017,66.39
wsm,2018,66.39
wsm,2019,66.39
yem,1990,100
yem,1991,100
yem,1992,100
yem,1993,100
yem,1994,100
yem,1995,100
yem,1996,100
yem,1997,99.98
yem,1998,99.98
yem,1999,99.94
yem,2000,99.92
yem,2001,99.91
yem,2002,99.48
yem,2003,99.4
yem,2004,99.12
yem,2005,98.95
yem,2006,98.75
yem,2007,94.99
yem,2008,93.11
yem,2009,90.04
yem,2010,87.65
yem,2011,85.1
yem,2012,82.55
yem,2013,80
yem,2014,77.45
yem,2015,75.91
yem,2016,75.42
yem,2017,73.28
yem,2018,73.28
yem,2019,73.28
zaf,1990,100
zaf,1991,99.99
zaf,1992,99.96
zaf,1993,99.89
zaf,1994,99.75
zaf,1995,99.32
zaf,1996,99.16
zaf,1997,98.37
zaf,1998,97.09
zaf,1999,95.88
zaf,2000,94.65
zaf,2001,93.65
zaf,2002,93.29
zaf,2003,92.99
zaf,2004,91.57
zaf,2005,92.51
zaf,2006,92.39
zaf,2007,91.93
zaf,2008,91.57
zaf,2009,90
zaf,2010,76
zaf,2011,66.03
zaf,2012,59
zaf,2013,53.5
zaf,2014,51
zaf,2015,48.08
zaf,2016,46
zaf,2017,43.83
zaf,2018,43.83
zaf,2019,43.83
zmb,1990,100
zmb,1991,100
zmb,1992,100
zmb,1993,100
zmb,1994,99.99
zmb,1995,99.99
zmb,1996,99.99
zmb,1997,99.99
zmb,1998,99.97
zmb,1999,99.85
zmb,2000,99.81
zmb,2001,99.77
zmb,2002,99.52
zmb,2003,99.02
zmb,2004,97.99
zmb,2005,97.15
zmb,2006,95.84
zmb,2007,95.13
zmb,2008,94.45
zmb,2009,93.69
zmb,2010,90
zmb,2011,88.5
zmb,2012,86.53
zmb,2013,84.6
zmb,2014,81
zmb,2015,79
zmb,2016,74.49
zmb,2017,72.15
zmb,2018,85.7
zmb,2019,85.7
zwe,1990,100
zwe,1991,100
zwe,1992,100
zwe,1993,100
zwe,1994,100
zwe,1995,99.99
zwe,1996,99.98
zwe,1997,99.97
zwe,1998,99.92
zwe,1999,99.84
zwe,2000,99.6
zwe,2001,99.2
zwe,2002,98.9
zwe,2003,98.2
zwe,2004,97.9
zwe,2005,97.6
zwe,2006,97.6
zwe,2007,97
zwe,2008,96.5
zwe,2009,96
zwe,2010,93.6
zwe,2011,91.6
zwe,2012,88
zwe,2013,84.5
zwe,2014,83.64
zwe,2015,77.26
zwe,2016,76.88
zwe,2017,72.94
zwe,2018,72.94
zwe,2019,72.94
