country,time,female_hos
lso,1990,Never had a female head of state
lso,1991,Never had a female head of state
lso,1992,Never had a female head of state
lso,1993,Never had a female head of state
lso,1994,Never had a female head of state
lso,1995,Never had a female head of state
lso,1996,Never had a female head of state
lso,1997,Never had a female head of state
lso,1998,Never had a female head of state
lso,1999,Never had a female head of state
lso,2000,Never had a female head of state
lso,2001,Never had a female head of state
lso,2002,Never had a female head of state
lso,2003,Never had a female head of state
lso,2004,Never had a female head of state
lso,2005,Never had a female head of state
lso,2006,Never had a female head of state
lso,2007,Never had a female head of state
lso,2008,Never had a female head of state
lso,2009,Never had a female head of state
lso,2010,Never had a female head of state
lso,2011,Never had a female head of state
lso,2012,Never had a female head of state
lso,2013,Never had a female head of state
lso,2014,Never had a female head of state
lso,2015,Never had a female head of state
lso,2016,Never had a female head of state
lso,2017,Never had a female head of state
lso,2018,Never had a female head of state
lso,2019,Never had a female head of state
lso,2020,Never had a female head of state
lso,2021,Never had a female head of state
ltu,1953,Never had a female head of state
ltu,1954,Never had a female head of state
ltu,1955,Never had a female head of state
ltu,1956,Never had a female head of state
ltu,1957,Never had a female head of state
ltu,1958,Never had a female head of state
ltu,1959,Never had a female head of state
ltu,1960,Never had a female head of state
ltu,1961,Never had a female head of state
ltu,1962,Never had a female head of state
ltu,1963,Never had a female head of state
ltu,1964,Never had a female head of state
ltu,1965,Never had a female head of state
ltu,1966,Never had a female head of state
ltu,1967,Never had a female head of state
ltu,1968,Never had a female head of state
ltu,1969,Never had a female head of state
ltu,1970,Never had a female head of state
ltu,1971,Never had a female head of state
ltu,1972,Never had a female head of state
ltu,1973,Never had a female head of state
ltu,1974,Never had a female head of state
ltu,1975,Never had a female head of state
ltu,1976,Never had a female head of state
ltu,1977,Never had a female head of state
ltu,1978,Never had a female head of state
ltu,1979,Never had a female head of state
ltu,1980,Never had a female head of state
ltu,1981,Never had a female head of state
ltu,1982,Never had a female head of state
ltu,1983,Never had a female head of state
ltu,1984,Never had a female head of state
ltu,1985,Never had a female head of state
ltu,1986,Never had a female head of state
ltu,1987,Never had a female head of state
ltu,1988,Never had a female head of state
ltu,1989,Never had a female head of state
ltu,1990,Had a female head of state
ltu,1991,Had a female head of state
ltu,1992,Had a female head of state
ltu,1993,Had a female head of state
ltu,1994,Had a female head of state
ltu,1995,Had a female head of state
ltu,1996,Had a female head of state
ltu,1997,Had a female head of state
ltu,1998,Had a female head of state
ltu,1999,Had a female head of state
ltu,2000,Had a female head of state
ltu,2001,Had a female head of state
ltu,2002,Had a female head of state
ltu,2003,Had a female head of state
ltu,2004,Had a female head of state
ltu,2005,Had a female head of state
ltu,2006,Had a female head of state
ltu,2007,Had a female head of state
ltu,2008,Had a female head of state
ltu,2009,Had a female head of state
ltu,2010,Had a female head of state
ltu,2011,Had a female head of state
ltu,2012,Had a female head of state
ltu,2013,Had a female head of state
ltu,2014,Had a female head of state
ltu,2015,Had a female head of state
ltu,2016,Had a female head of state
ltu,2017,Had a female head of state
ltu,2018,Had a female head of state
ltu,2019,Had a female head of state
lux,1953,Never had a female head of state
lux,1954,Never had a female head of state
lux,1955,Never had a female head of state
lux,1956,Never had a female head of state
lux,1957,Never had a female head of state
lux,1958,Never had a female head of state
lux,1959,Never had a female head of state
lux,1960,Never had a female head of state
lux,1961,Never had a female head of state
lux,1962,Never had a female head of state
lux,1963,Never had a female head of state
lux,1964,Never had a female head of state
lux,1965,Never had a female head of state
lux,1966,Never had a female head of state
lux,1967,Never had a female head of state
lux,1968,Never had a female head of state
lux,1969,Never had a female head of state
lux,1970,Never had a female head of state
lux,1971,Never had a female head of state
lux,1972,Never had a female head of state
lux,1973,Never had a female head of state
lux,1974,Never had a female head of state
lux,1975,Never had a female head of state
lux,1976,Never had a female head of state
lux,1977,Never had a female head of state
lux,1978,Never had a female head of state
lux,1979,Never had a female head of state
lux,1980,Never had a female head of state
lux,1981,Never had a female head of state
lux,1982,Never had a female head of state
lux,1983,Never had a female head of state
lux,1984,Never had a female head of state
lux,1985,Never had a female head of state
lux,1986,Never had a female head of state
lux,1987,Never had a female head of state
lux,1988,Never had a female head of state
lux,1989,Never had a female head of state
lux,1990,Never had a female head of state
lux,1991,Never had a female head of state
lux,1992,Never had a female head of state
lux,1993,Never had a female head of state
lux,1994,Never had a female head of state
lux,1995,Never had a female head of state
lux,1996,Never had a female head of state
lux,1997,Never had a female head of state
lux,1998,Never had a female head of state
lux,1999,Never had a female head of state
lux,2000,Never had a female head of state
lux,2001,Never had a female head of state
lux,2002,Never had a female head of state
lux,2003,Never had a female head of state
lux,2004,Never had a female head of state
lux,2005,Never had a female head of state
lux,2006,Never had a female head of state
lux,2007,Never had a female head of state
lux,2008,Never had a female head of state
lux,2009,Never had a female head of state
lux,2010,Never had a female head of state
lux,2011,Never had a female head of state
lux,2012,Never had a female head of state
lux,2013,Never had a female head of state
lux,2014,Never had a female head of state
lux,2015,Never had a female head of state
lux,2016,Never had a female head of state
lux,2017,Never had a female head of state
lux,2018,Never had a female head of state
lux,2019,Never had a female head of state
lux,2020,Never had a female head of state
lux,2021,Never had a female head of state
lva,1953,Never had a female head of state
lva,1954,Never had a female head of state
